Millis,Load_Cell,Linear_Pot (scaled),Velocity,Thermocouple
9307,21.66,4.227,18.488,
9318,21.63,4.307,7.263,
9328,22.12,4.423,11.621,
9339,22.1,4.525,9.244,
9350,21.64,4.634,9.904,
9361,21.7,4.728,8.583,
9371,21.89,4.779,5.084,
9382,21.65,4.924,13.205,
9394,21.5,5.019,7.868,
9404,21.72,5.12,10.168,
9415,21.57,5.229,9.904,
9425,21.11,5.324,9.442,
9437,21.08,5.418,7.868,
9447,21.15,5.52,10.168,
9458,20.48,5.607,7.923,
9468,20.19,5.687,7.989,
9480,20.2,5.738,4.237,
9491,20.1,5.876,12.545,
9501,19.56,5.956,7.989,
9512,19.33,6.057,9.244,
9523,19.15,6.137,7.263,
9534,18.74,6.203,5.942,
9544,18.5,6.297,9.442,
9555,18.34,6.355,5.282,
9566,17.83,6.442,7.923,
9577,17.45,6.508,5.942,
9588,17.08,6.58,6.603,
9598,16.69,6.646,6.537,
9610,16.17,6.711,5.447,
9620,15.98,6.784,7.263,
9631,15.73,6.82,3.301,
9641,15.26,6.863,4.358,
9653,14.66,6.922,4.842,
9663,14.23,6.965,4.358,
9674,13.66,6.987,1.981,
9686,13.04,6.994,0.605,
9696,12.69,7.074,7.989,
9707,12.15,7.103,2.641,
9717,11.56,7.118,1.453,
9729,11.02,7.147,2.421,
9739,10.5,7.212,6.537,
9750,9.86,7.125,-7.923,
9760,9.48,7.176,5.084,
9772,8.89,7.176,0,
9782,8.04,7.19,1.453,
9793,7.08,7.198,0.66,
9804,5.52,7.147,-4.622,
9815,4.06,7.176,2.641,
9826,2.38,7.147,-2.641,
9836,0.8,7.089,-5.81,
9847,-0.81,7.11,1.981,
9858,-1.99,7.089,-1.981,
9869,-2.29,7.052,-3.301,
9879,-2.6,7.009,-4.358,
9890,-3,6.98,-2.641,
9902,-3.44,6.929,-4.237,
9912,-3.86,6.871,-5.81,
9923,-4.13,6.82,-4.622,
9933,-4.38,6.769,-5.084,
9945,-4.64,6.718,-4.237,
9955,-4.95,6.667,-5.084,
9966,-5.3,6.595,-6.603,
9976,-5.6,6.515,-7.989,
9988,-5.76,6.442,-6.052,
9999,-5.96,6.384,-5.282,
10009,-6.15,6.282,-10.168,
10020,-6.38,6.232,-4.622,
10031,-6.48,6.144,-7.923,
10042,-6.55,6.043,-9.244,
10052,-6.92,5.97,-7.263,
10063,-7.28,5.905,-5.942,
10074,-7.64,5.861,-3.962,
10085,-7.92,5.694,-15.186,
10095,-8.15,5.578,-11.621,
10106,-8.32,5.513,-5.942,
10118,-8.62,5.404,-9.079,
10128,-8.83,5.353,-5.084,
10139,-8.97,5.2,-13.866,
10149,-9.21,5.106,-9.442,
10161,-9.49,4.961,-12.105,
10171,-9.44,4.924,-3.631,
10182,-9.45,4.808,-10.564,
10192,-9.73,4.685,-12.347,
10204,-9.78,4.583,-8.473,
10215,-9.75,4.481,-9.244,
10225,-9.74,4.518,3.631,
10236,-9.8,4.249,-24.43,
10247,-9.78,3.951,-27.071,
10258,-9.83,4.053,9.244,
10258,Switched from 2 to 9,,,
10268,-9.86,3.907,-14.526,
10279,-9.57,3.842,-5.942,
10290,-9.55,3.791,-4.622,
10301,-9.66,3.624,-15.186,
10311,-9.48,3.53,-9.442,
10322,-9.27,3.443,-7.923,
10334,-9.15,3.29,-12.71,
10344,-9.29,3.217,-7.263,
10355,-9.3,3.109,-9.904,
10365,-9.33,2.898,-21.063,
10377,-9.32,2.891,-0.605,
10387,-9.45,2.796,-9.442,
10398,-9.49,2.702,-8.583,
10408,-9.18,2.6,-10.168,
10420,-9,2.44,-13.315,
10431,-8.89,2.426,-1.321,
10441,-8.6,2.295,-13.073,
10452,-8.31,2.23,-5.942,
10463,-8.02,2.15,-7.263,
10474,-7.84,2.012,-12.545,
10484,-7.4,1.983,-2.905,
10496,-7.1,1.896,-7.263,
10506,-6.82,1.838,-5.81,
10517,-6.43,1.852,1.321,
10528,-5.97,1.743,-9.904,
10539,-5.36,1.692,-4.622,
10550,-4.89,1.641,-4.622,
10560,-4.46,1.649,0.726,
10571,-3.88,1.598,-4.622,
10582,-2.94,1.569,-2.641,
10593,-2.07,1.569,0,
10603,-0.81,1.569,0,
10614,0.53,1.562,-0.66,
10625,1.36,1.576,1.321,
10636,2.22,1.634,5.282,
10647,2.23,1.7,5.942,
10657,2.53,1.758,5.81,
10669,2.79,1.954,16.342,
10679,3.06,1.903,-5.084,
10690,3.58,2.005,9.244,
10700,4.16,2.114,10.894,
10712,4.93,2.208,7.868,
10722,6.55,2.302,9.442,
10733,9.78,2.484,16.507,
10744,15.05,2.644,14.526,
10755,24.72,2.796,13.866,
10766,35.25,2.992,17.827,
10776,40.03,3.13,13.8,
10787,42.95,3.319,17.167,
10798,45.48,3.508,17.167,
10809,47.72,3.704,17.827,
10819,49.89,3.922,21.789,
10830,51.69,4.111,17.167,
10842,53.75,4.321,17.552,
10852,55.73,4.532,21.063,
10863,56.54,4.743,19.148,
10873,56.34,4.961,21.789,
10885,55.62,5.178,18.157,
10895,54.37,5.375,19.61,
10906,52.41,5.578,18.488,
10916,49.98,5.774,19.61,
10928,47.62,5.963,15.736,
10939,44.73,6.144,16.507,
10949,41.61,6.312,16.705,
10960,38.07,6.464,13.866,
10971,34.5,6.609,13.205,
10982,30.96,6.733,11.225,
10992,27.32,6.849,11.621,
11003,23.79,6.958,9.904,
11014,20.51,7.031,6.603,
11025,18.03,7.103,6.603,
11035,15.94,7.147,4.358,
11046,13.83,7.176,2.641,
11058,11.57,7.19,1.21,
11068,9.19,7.19,0,
11079,6.4,7.161,-2.641,
11089,3.06,7.118,-4.358,
11101,-0.93,7.06,-4.842,
11111,-4.47,6.994,-6.537,
11122,-6.08,6.914,-7.263,
11132,-7.55,6.791,-12.347,
11144,-9.78,6.675,-9.684,
11154,-12.13,6.537,-13.8,
11165,-13.88,6.384,-13.866,
11176,-15.56,6.217,-15.186,
11187,-17.47,6.043,-15.846,
11198,-18.99,5.847,-17.827,
11208,-20.34,5.658,-18.884,
11219,-21.63,5.462,-17.827,
11230,-22.78,5.244,-19.808,
11241,-23.74,5.04,-18.488,
11251,-24.61,4.794,-24.694,
11262,-25.48,4.576,-19.808,
11274,-25.9,4.351,-18.763,
11284,-25.92,4.133,-21.789,
11295,-25.97,3.9,-21.129,
11305,-25.86,3.697,-20.336,
11317,-24.93,3.464,-19.368,
11327,-24.23,3.261,-20.336,
11338,-23.27,3.043,-19.808,
11348,-22.14,2.854,-18.884,
11360,-20.87,2.68,-14.526,
11371,-19.44,2.498,-16.507,
11381,-17.89,2.339,-15.978,
11393,-16.35,2.186,-12.71,
11403,-14.79,2.041,-14.526,
11414,-13.13,1.939,-9.244,
11424,-11.42,1.83,-10.894,
11436,-9.74,1.743,-7.263,
11446,-8.27,1.67,-7.263,
11457,-7.01,1.627,-3.962,
11467,-5.72,1.591,-3.631,
11479,-4.34,1.569,-1.816,
11490,-2.57,1.569,0,
11500,-0.46,1.591,2.179,
11511,0.77,1.627,3.301,
11522,1.47,1.678,4.622,
11533,1.75,1.758,7.263,
11543,2,1.852,9.442,
11554,2.36,1.961,9.904,
11565,2.98,2.07,9.904,
11576,3.93,2.215,13.205,
11587,5.76,2.368,13.866,
11597,9.55,2.52,15.252,
11609,18.9,2.68,13.315,
11619,34.89,2.869,18.884,
11630,44.2,3.065,17.827,
11640,47.77,3.261,19.61,
11652,50.2,3.464,16.947,
11662,52.14,3.668,20.336,
11673,54.29,3.886,19.808,
11684,55.72,4.104,19.808,
11695,56.56,4.314,19.148,
11706,57.06,4.539,20.468,
11716,56.99,4.743,20.336,
11727,56.52,4.961,19.808,
11738,55.64,5.171,19.148,
11749,54.29,5.375,18.488,
11759,52.35,5.527,15.252,
11770,50.07,5.781,23.109,
11781,47.74,5.963,16.507,
11792,44.81,6.137,15.846,
11803,41.61,6.304,15.186,
11813,38,6.464,15.978,
11825,34.52,6.609,12.105,
11835,31.05,6.725,11.621,
11846,27.38,6.856,11.885,
11856,23.88,6.951,9.442,
11868,20.61,7.031,6.658,
11878,18.07,7.103,7.263,
11889,15.9,7.147,3.962,
11900,13.79,7.176,2.641,
11911,11.48,7.19,1.321,
11922,8.74,7.19,0,
11932,5.7,7.161,-2.905,
11943,2.83,7.125,-3.301,
11954,-0.56,7.067,-5.282,
11965,-4.31,6.987,-7.263,
11975,-6.13,6.907,-7.989,
11986,-7.5,6.813,-8.583,
11997,-9.7,6.682,-11.885,
12008,-12.18,6.544,-12.545,
12019,-14.01,6.384,-14.526,
12029,-15.6,6.224,-15.978,
12041,-17.46,6.036,-15.736,
12051,-19.01,5.847,-18.884,
12062,-20.37,5.658,-17.167,
12072,-21.73,5.447,-21.063,
12084,-22.92,5.237,-17.552,
12094,-23.82,5.011,-22.515,
12105,-24.63,4.801,-19.148,
12116,-25.48,4.583,-19.808,
12127,-25.96,4.343,-21.789,
12138,-25.95,4.125,-19.808,
12148,-25.88,3.9,-22.515,
12160,-25.74,3.668,-19.368,
12170,-24.87,3.457,-21.063,
12181,-24.1,3.247,-19.148,
12191,-23.15,3.05,-19.61,
12203,-22.09,2.847,-16.947,
12213,-20.81,2.666,-18.157,
12224,-19.36,2.491,-15.846,
12235,-17.86,2.331,-14.526,
12246,-16.32,2.186,-13.205,
12257,-14.7,2.048,-12.545,
12267,-13.04,1.917,-13.073,
12278,-11.34,1.83,-7.923,
12289,-9.68,1.736,-8.583,
12300,-8.23,1.678,-5.282,
12310,-6.96,1.62,-5.81,
12321,-5.68,1.591,-2.641,
12333,-4.28,1.569,-1.816,
12343,-2.54,1.562,-0.726,
12354,-0.42,1.591,2.641,
12364,0.78,1.627,3.631,
12376,1.47,1.685,4.842,
12386,1.75,1.772,8.716,
12397,2.01,1.852,7.263,
12407,2.38,1.968,11.621,
12419,2.97,2.084,9.684,
12429,3.97,2.222,13.8,
12440,5.86,2.368,13.205,
12451,9.84,2.528,14.526,
12462,19.66,2.695,15.186,
12473,35.3,2.876,16.507,
12483,44.13,3.065,18.884,
12494,47.63,3.261,17.827,
12505,50.06,3.472,19.148,
12516,52.12,3.675,18.488,
12526,54.21,3.893,21.789,
12537,55.59,4.104,19.148,
12549,56.34,4.314,17.552,
12559,56.81,4.539,22.515,
12570,56.78,4.757,19.808,
12580,56.31,4.968,21.063,
12592,55.41,5.178,17.552,
12602,54.11,5.382,20.336,
12613,52.18,5.585,18.488,
12623,49.91,5.781,19.61,
12635,47.52,5.97,15.736,
12646,44.52,6.144,15.846,
12656,41.29,6.312,16.705,
12667,37.74,6.065,-22.449,
12678,34.29,6.609,49.52,
12689,30.78,6.733,11.225,
12699,27.22,6.856,12.347,
12710,23.7,6.965,9.904,
12721,20.41,7.038,6.603,
12732,17.87,7.096,5.282,
12743,15.69,7.147,4.622,
12753,13.56,7.176,2.905,
12765,11.27,7.19,1.21,
12775,8.6,7.183,-0.726,
12786,5.89,7.161,-1.981,
12796,2.61,7.125,-3.631,
12808,-1.21,7.06,-5.447,
12818,-4.53,6.987,-7.263,
12829,-6.18,6.907,-7.263,
12839,-7.6,6.805,-10.168,
12851,-9.86,6.675,-10.894,
12862,-12.28,6.529,-13.205,
12872,-13.97,6.377,-15.252,
12883,-15.55,6.21,-15.186,
12894,-17.42,6.036,-15.846,
12905,-18.98,5.839,-17.827,
12915,-20.36,5.643,-19.61,
12926,-21.71,5.433,-19.148,
12937,-22.86,5.229,-18.488,
12948,-23.78,5.011,-19.808,
12959,-24.6,4.794,-19.808,
12969,-25.44,4.561,-23.241,
12981,-25.89,4.343,-18.157,
12991,-25.91,4.111,-23.241,
13002,-25.9,3.886,-20.468,
13012,-25.75,3.661,-22.515,
13024,-24.82,3.457,-16.947,
13034,-24.04,3.239,-21.789,
13045,-23.05,3.043,-17.827,
13056,-21.94,2.847,-17.827,
13067,-20.68,2.658,-17.167,
13078,-19.26,2.484,-15.846,
13088,-17.72,2.324,-15.978,
13100,-16.1,2.179,-12.105,
13110,-14.55,2.055,-12.347,
13121,-12.94,1.925,-11.885,
13131,-11.23,1.816,-10.894,
13143,-9.54,1.729,-7.263,
13153,-8.08,1.67,-5.81,
13164,-6.85,1.62,-4.622,
13174,-5.59,1.583,-3.631,
13186,-4.21,1.569,-1.21,
13197,-2.42,1.562,-0.66,
13207,-0.34,1.598,3.631,
13218,0.79,1.634,3.301,
13229,1.41,1.692,5.282,
13240,1.66,1.758,5.942,
13250,1.88,1.859,10.168,
13261,2.24,1.968,9.904,
13272,2.81,2.099,11.885,
13283,3.78,2.244,13.205,
13294,5.82,2.375,11.885,
13304,10.47,2.542,16.705,
13316,19.81,2.709,13.921,
13326,33.29,2.891,18.157,
13337,43.09,3.079,17.167,
13347,47.47,3.276,19.61,
13359,50.06,3.479,16.947,
13369,52.19,3.69,21.063,
13380,54.13,3.9,19.148,
13391,55.48,4.133,21.129,
13402,56.32,4.336,18.488,
13413,56.75,4.561,20.468,
13423,56.62,4.764,20.336,
13434,56.1,4.975,19.148,
13445,55.17,5.186,19.148,
13456,53.97,5.389,18.488,
13466,52.13,5.6,21.063,
13477,49.77,5.796,17.827,
13488,47.25,5.985,17.167,
13499,44.28,6.152,15.186,
13510,41.11,6.319,15.186,
13520,37.58,6.471,15.252,
13532,34.1,6.624,12.71,
13542,30.59,6.747,12.347,
13553,27.06,6.863,10.564,
13563,23.56,6.958,9.442,
13575,20.35,7.045,7.263,
13585,Switched from 9 to 0,,,
13585,17.91,7.103,5.81,
13596,15.82,7.147,3.962,
13607,13.66,7.176,2.641,
13618,11.27,7.19,1.321,
13629,8.42,7.19,0,
13639,5.52,7.161,-2.905,
13650,2.71,7.118,-3.962,
13661,-0.53,7.052,-5.942,
13672,-3.54,6.987,-5.942,
13682,-5.19,6.914,-7.263,
13693,-6.14,6.776,-12.545,
13704,-7.58,6.704,-6.603,
13715,-9.38,6.58,-11.225,
13726,-10.69,6.45,-11.885,
13736,-11.8,6.312,-13.8,
13748,-13,6.166,-12.105,
13758,-13.64,6.021,-14.526,
13769,-14.36,5.861,-14.526,
13779,-14.91,5.709,-15.252,
13791,-15.05,5.527,-15.131,
13801,-15.36,5.418,-10.894,
13812,-15.84,5.382,-3.301,
13824,-15.7,4.452,-77.471,
13834,-15.38,4.881,42.851,
13845,-15.25,4.75,-11.885,
13855,-15.01,4.576,-17.431,
13867,-14.75,4.351,-18.763,
13877,-14.44,4.263,-8.716,
13888,-14.04,4.176,-7.923,
13898,-13.97,4.002,-17.431,
13910,-13.95,3.828,-14.526,
13920,-13.78,3.697,-13.073,
13931,-13.24,3.566,-11.885,
13942,-12.7,3.443,-11.225,
13953,-12.25,3.334,-9.904,
13964,-11.77,3.21,-11.225,
13974,-11.19,3.109,-10.168,
13985,-10.66,3,-9.904,
13996,-10.19,2.898,-9.244,
14007,-9.64,2.803,-8.583,
14017,-9.18,2.709,-9.442,
14028,-8.8,2.629,-7.263,
14039,-8.4,2.542,-7.923,
14050,-8.05,2.477,-5.942,
14061,-7.76,2.397,-7.263,
14071,-7.48,2.339,-5.81,
14083,-7.16,2.266,-6.052,
14093,-6.88,2.222,-4.358,
14104,-6.63,2.157,-5.942,
14114,-6.35,2.106,-5.084,
14126,-6.1,2.055,-4.237,
14136,-5.84,2.005,-5.084,
14147,-5.59,1.976,-2.641,
14158,-5.31,1.932,-3.962,
14169,-5.13,1.903,-2.641,
14180,-4.94,1.867,-3.301,
14190,-4.69,1.838,-2.905,
14201,-4.5,1.808,-2.641,
14212,-4.31,1.787,-1.981,
14223,-4.15,1.765,-1.981,
14233,-3.95,1.743,-2.179,
14244,-3.78,1.729,-1.321,
14255,-3.59,1.707,-1.981,
14266,-3.42,1.692,-1.321,
14277,-3.29,1.685,-0.66,
14287,-3.12,1.663,-2.179,
14299,-2.92,1.649,-1.21,
14309,-2.79,1.641,-0.726,
14320,-2.67,1.634,-0.66,
14330,-2.55,1.627,-0.726,
14342,-2.42,1.612,-1.21,
14352,-2.31,1.612,0,
14363,-2.17,1.612,0,
14374,-2.04,1.598,-1.321,
14385,-1.96,1.591,-0.66,
14396,-1.85,1.598,0.66,
14406,-1.78,1.591,-0.726,
14417,-1.71,1.591,0,
14428,-1.61,1.583,-0.66,
14439,-1.54,1.591,0.66,
14449,-1.53,1.583,-0.726,
14460,-1.49,1.583,0,
14471,-1.42,1.576,-0.66,
14482,-1.37,1.576,0,
14493,-1.35,1.576,0,
14503,-1.32,1.576,0,
14515,-1.26,1.576,0,
14525,-1.21,1.576,0,
14536,-1.22,1.576,0,
14546,-1.15,1.576,0,
14558,-1.11,1.576,0,
14568,-1.08,1.569,-0.726,
14579,-1,1.576,0.66,
14590,-0.94,1.576,0,
14601,-0.93,1.569,-0.66,
14612,-0.91,1.576,0.66,
14622,-0.89,1.569,-0.726,
14633,-0.89,1.576,0.66,
14644,-0.86,1.576,0,
14655,-0.86,1.569,-0.66,
14665,-0.87,1.576,0.726,
14676,-0.87,1.569,-0.66,
14688,-0.89,1.576,0.605,
14698,-0.89,1.569,-0.726,
14709,-0.89,1.576,0.66,
14720,-0.88,1.576,0,
14731,-0.87,1.569,-0.66,
14741,-0.86,1.576,0.726,
14752,-0.87,1.576,0,
14763,-0.89,1.576,0,
14774,-0.85,1.576,0,
14785,-0.86,1.569,-0.66,
14795,-0.9,1.583,1.453,
14807,-0.87,1.569,-1.21,
14817,-0.88,1.576,0.726,
14828,-0.88,1.576,0,
14838,-0.87,1.576,0,
14850,-0.88,1.576,0,
14860,-0.85,1.569,-0.726,
14871,-0.87,1.576,0.66,
14881,-0.86,1.576,0,
14893,-0.86,1.576,0,
14904,-0.87,1.576,0,
14914,-0.87,1.569,-0.726,
14925,-0.87,1.576,0.66,
14936,-0.84,1.569,-0.66,
14947,-0.82,1.583,1.321,
14957,-0.84,1.569,-1.453,
14968,-0.86,1.576,0.66,
14979,-0.87,1.576,0,
14990,-0.87,1.576,0,
15001,-0.87,1.576,0,
15011,-0.87,1.576,0,
15023,-0.86,1.576,0,
15033,-0.86,1.576,0,
15044,-0.87,1.576,0,
15054,-0.87,1.576,0,
15066,-0.87,1.569,-0.605,
15076,-0.85,1.576,0.726,
15087,-0.86,1.576,0,
15098,-0.85,1.576,0,
15109,-0.85,1.569,-0.66,
15120,-0.85,1.583,1.321,
15130,-0.86,1.576,-0.726,
15141,-0.85,1.576,0,
