Millis,Load_Cell,Linear_Pot (scaled),Thermocouple
96,0.01,8.409
107,0.02,8.400
117,0.01,8.400
129,-0.00,8.409
139,0.03,8.409
150,0.00,8.409
160,-0.03,8.391
172,-0.03,8.409
182,-0.03,8.409
193,-0.00,8.409
204,0.00,8.409
215,0.01,8.409
226,0.00,8.409
236,0.01,8.400
247,0.01,8.409
258,0.01,8.400
269,0.02,8.409
279,-0.00,8.419
290,-0.01,8.409
302,0.01,8.400
312,0.01,8.400
323,0.01,8.409
333,0.03,8.400
345,0.00,8.409
355,-0.02,8.409
366,-0.02,8.400
376,-0.00,8.409
388,0.01,8.409
399,-0.03,8.409
409,-0.01,8.409
420,0.01,8.400
431,0.01,8.409
442,0.02,8.409
452,0.02,8.409
463,0.01,8.409
474,0.00,8.409
485,0.01,8.409
496,0.00,8.419
506,0.01,8.409
518,0.02,8.400
528,0.03,8.409
539,0.01,8.409
549,0.00,8.419
561,-0.01,8.409
571,-0.00,8.409
582,0.02,8.409
592,-0.00,8.391
604,-0.02,8.409
615,0.00,8.400
625,-0.00,8.400
636,-0.01,8.409
647,0.01,8.409
658,-0.00,8.409
668,-0.01,8.409
679,-0.00,8.409
690,-0.02,8.409
701,-0.02,8.409
712,-0.00,8.409
722,-0.01,8.409
734,-0.03,8.409
744,-0.03,8.409
755,-0.01,8.409
765,0.00,8.409
777,-0.01,8.409
787,0.01,8.400
798,0.02,8.400
809,0.01,8.409
820,0.02,8.400
831,-0.02,8.409
841,-0.03,8.409
852,-0.02,8.409
863,0.01,8.409
874,0.01,8.409
884,-0.01,8.400
896,-0.02,8.419
907,-0.04,8.400
917,-0.04,8.400
928,0.00,8.409
939,0.03,8.409
950,0.02,8.409
960,0.02,8.409
971,0.01,8.400
982,-0.01,8.391
993,0.01,8.419
1004,0.01,8.409
1014,-0.01,8.409
1026,-0.02,8.409
1036,-0.01,8.400
1047,-0.00,8.409
1057,0.01,8.409
1069,-0.00,8.409
1079,-0.00,8.400
1090,0.02,8.409
1101,0.00,8.400
1112,0.01,8.409
1123,0.00,8.409
1133,0.00,8.409
1144,-0.01,8.419
1155,-0.01,8.409
1166,0.00,8.409
1176,0.01,8.400
1187,0.02,8.400
1199,-0.01,8.409
1209,-0.00,8.409
1220,0.01,8.400
1230,0.00,8.409
1242,0.00,8.409
1252,0.00,8.409
1263,-0.01,8.400
1273,-0.00,8.409
1285,-0.00,8.409
1296,-0.01,8.409
1306,0.00,8.409
1317,0.02,8.400
1328,-0.00,8.400
1339,-0.01,8.409
1349,-0.00,8.409
1360,0.01,8.409
1371,0.02,8.409
1382,0.01,8.409
1393,-0.01,8.409
1403,-0.00,8.409
1415,-0.00,8.409
1425,-0.01,8.409
1436,-0.01,8.400
1446,0.01,8.409
