Millis,Load_Cell,Linear_Pot,Thermocouple
48218,0.04,216
48228,0.03,217
48239,0.03,217
48249,0.02,217
48261,0.04,217
48271,91,0.00,217
102,0.02,217
113,-0.00,217
123,-0.02,217
135,-0.01,217
145,-0.01,216
156,0.00,217
166,0.01,218
178,-0.00,217
189,0.03,217
199,0.02,216
210,-0.01,217
221,0.01,217
232,0.02,216
242,-0.01,217
253,0.03,218
264,0.04,217
275,0.02,216
285,0.01,216
296,0.01,218
308,0.00,217
318,0.01,217
329,0.01,217
339,0.01,216
351,0.02,216
361,0.02,217
372,-0.00,218
382,0.01,217
394,0.01,217
405,0.00,217
415,0.01,217
427,0.01,217
437,0.02,217
448,0.00,217
458,0.01,217
470,0.02,217
480,0.01,217
491,-0.01,216
502,0.01,216
513,-0.01,217
524,-0.01,217
534,0.01,216
545,-0.00,217
556,-0.02,217
567,-0.02,216
577,-0.02,217
588,-0.01,217
600,-0.01,217
610,-0.02,216
621,-0.01,217
631,0.01,217
643,0.00,217
653,-0.00,217
664,0.01,217
674,-0.00,217
686,0.02,217
696,0.03,219
707,0.01,216
718,-0.01,217
729,0.00,217
740,0.01,217
750,-0.01,216
761,-0.04,217
772,-0.01,217
783,-0.02,217
793,-0.02,217
804,-0.00,217
816,0.01,217
826,-0.00,217
837,0.03,217
847,0.03,217
859,-0.02,217
869,-0.00,216
880,0.01,216
890,-0.01,218
902,0.01,217
913,-0.00,217
923,-0.01,217
934,0.00,217
945,0.01,217
956,-0.01,217
966,-0.02,216
977,-0.01,216
988,-0.00,217
999,-0.01,217
1010,-0.01,217
1020,0.01,217
1032,0.01,217
1042,-0.01,216
1053,-0.02,217
1063,-0.03,217
1075,-0.01,217
1085,-0.01,217
1096,0.01,216
1107,-0.02,217
1118,-0.01,218
1129,0.02,216
1139,0.02,216
1150,-0.01,216
1161,-0.04,216
1172,-0.01,216
1182,-0.03,218
1193,-0.00,217
1205,0.00,217
1215,-0.02,217
1226,-0.01,217
1236,-0.03,217
1248,-0.02,218
1258,-0.04,217
1269,-0.02,217
1280,-0.01,216
1291,0.00,216
1301,-0.00,217
1312,-0.03,216
1324,0.00,217
1334,0.03,217
1345,0.00,217
1355,-0.01,217
1367,-0.00,216
1377,-0.00,217
1388,-0.02,216
1398,-0.00,217
1410,-0.02,217
1421,-0.03,216
1431,-0.02,217
1442,-0.01,217
1453,0.00,217
1464,-0.03,217
1474,-0.03,217
1485,-0.01,217
1497,-0.01,217
1507,-0.00,216
1518,0.01,217
1528,-0.02,216
1540,-0.02,217
1550,-0.01,217
1561,-0.02,217
1571,-0.01,217
1583,-0.01,217
1593,-0.02,217
1604,0.00,217
1615,0.00,216
1626,-0.01,217
1637,-0.02,218
1647,-0.01,216
1658,0.16,216
1669,0.69,216
1680,0.83,212
1690,0.93,217
1701,0.95,216
1713,0.89,217
1723,0.89,217
1734,0.95,217
1744,0.98,217
1756,0.99,214
1766,1.01,218
1777,0.95,217
1787,1.18,216
1799,1.32,217
1810,1.39,217
1820,1.31,212
1831,1.31,211
1842,1.21,218
1853,1.51,217
1863,2.06,219
1874,2.38,220
1885,2.56,220
1896,2.40,217
1907,2.58,234
1917,2.62,222
1929,2.72,224
1939,2.75,226
1950,2.86,226
1960,2.87,233
1972,2.94,239
1982,3.07,233
1993,3.09,234
2004,3.31,237
2015,3.34,216
2026,3.15,247
2036,3.42,247
2048,3.53,251
2058,3.60,255
2069,3.79,259
2079,3.77,261
2091,3.96,273
2102,3.96,295
2112,4.03,281
2123,4.34,288
2134,4.65,269
2145,5.01,299
2155,5.35,310
2166,5.72,320
2177,6.42,326
2188,7.24,336
2199,8.13,349
2209,11.16,353
2221,16.91,369
2231,19.02,380
2242,19.37,391
2252,19.80,401
2264,20.14,416
2274,20.40,430
2285,20.80,442
2296,21.05,455
2307,21.18,471
2318,21.41,482
2328,21.65,496
2339,22.14,509
2350,22.23,524
2361,22.40,495
2371,22.64,548
2382,22.57,573
2394,22.50,579
2404,22.91,594
2415,22.65,608
2425,22.46,622
2437,22.58,633
2447,22.70,650
2458,22.55,664
2468,22.49,669
2480,22.42,694
2491,22.05,709
2501,21.82,719
2512,21.96,733
2523,21.90,738
2534,21.41,758
2544,21.32,775
2555,20.99,786
2566,20.45,798
2577,20.40,810
2587,20.16,822
2598,19.82,832
2610,19.55,848
2620,19.29,856
2631,18.83,866
2641,18.52,872
2653,18.51,887
2663,17.98,894
2674,17.53,910
2684,17.01,914
2696,16.67,923
2707,16.08,930
2717,15.59,935
2728,15.32,946
2739,14.89,951
2750,14.26,957
2760,13.65,959
2771,13.17,968
2782,12.89,976
2793,12.30,976
2804,11.76,980
2814,11.33,983
2826,10.59,986
2836,9.85,988
2847,9.27,989
2857,8.72,989
2869,8.23,992
2879,7.47,990
2890,5.92,990
2902,4.02,989
2912,2.43,987
2923,0.78,977
2933,-0.85,983
2945,-1.50,978
2955,-1.74,974
2966,-2.16,975
2976,-2.47,965
2988,-2.78,958
2999,-2.99,950
3009,-3.37,941
3020,-3.60,940
3031,-3.93,929
3042,-4.44,927
3052,-4.59,915
3063,-4.65,908
3074,-5.08,893
3085,-5.35,888
3096,-5.48,877
3106,-5.77,864
3118,-5.90,855
3128,-5.98,845
3139,-6.27,833
3149,-6.63,821
3161,-6.82,811
3171,-6.89,798
3182,-7.19,794
3193,-7.50,773
3204,-7.64,758
3215,-7.94,743
3225,-8.19,731
3236,-8.11,718
3247,-8.11,728
3258,-8.44,690
3268,-8.53,675
3279,-8.68,662
3291,-8.79,650
3301,-8.80,635
3312,-9.07,618
3322,-9.23,604
3334,-9.11,589
3344,-9.20,575
3355,-9.23,564
3365,-9.02,582
3377,-8.82,531
3388,-8.82,517
3398,-9.02,503
3409,-8.94,489
3420,-8.87,477
3431,-8.66,463
3441,-8.31,446
3452,-8.20,433
3463,-8.23,419
3474,-8.13,395
3485,-7.74,398
3495,-7.49,392
3507,-7.47,378
3517,-7.29,360
3528,-7.07,350
3538,-6.95,338
3550,-6.81,327
3560,-6.65,325
3571,-6.54,311
3582,-6.38,296
3593,-5.96,290
3604,-5.69,280
3614,-5.39,271
3625,-5.08,262
3636,-4.92,255
3647,-4.79,315
3657,-4.46,244
3668,-4.14,239
3680,-3.70,237
3690,-3.46,231
3701,-3.21,228
3712,-2.91,222
3723,-2.58,224
3733,-2.26,219
3744,-1.88,218
