Millis,Load_Cell,Linear_Pot,Thermocouple
97,0.00
107,-0.00
118,-0.01
130,-0.01
140,0.00
151,0.01
161,-0.00
173,-0.01
184,0.02
194,0.01
205,-0.00
216,-0.02
227,-0.01
237,0.00
248,0.02
260,0.02
270,0.02
281,0.01
291,0.01
303,0.01
313,0.00
324,-0.01
335,0.00
346,-0.00
357,0.00
367,0.01
378,0.00
390,-0.02
400,-0.01
411,-0.01
421,0.01
433,0.00
443,-0.01
454,0.01
465,0.03
476,0.03
487,0.01
497,-0.02
508,-0.01
520,-0.01
530,-0.01
541,-0.01
551,-0.02
563,-0.02
573,-0.00
584,0.00
595,-0.00
606,-0.00
617,-0.02
627,-0.01
638,-0.00
649,-0.03
660,-0.03
671,-0.01
681,-0.02
693,-0.01
703,-0.01
714,-0.01
726,0.00
736,0.01
747,0.01
757,0.01
769,0.02
779,0.01
790,0.00
801,0.00
812,0.01
823,0.02
833,0.01
844,-0.00
856,-0.01
866,-0.00
877,-0.02
887,-0.02
899,0.01
909,0.01
920,0.01
931,0.00
942,-0.01
953,0.01
963,0.02
974,0.02
986,0.01
996,-0.01
1007,0.01
1017,0.01
1029,0.01
1039,0.03
1050,0.02
1061,-0.00
1072,-0.01
1083,0.00
1093,0.00
1104,-0.00
1115,-0.01
1126,-0.01
1137,0.01
1147,0.03
1159,0.01
1169,-0.02
1180,-0.02
1191,-0.02
1202,-0.02
1213,-0.00
1223,0.02
1234,0.00
1245,-0.00
1256,-0.01
1267,-0.02
1277,-0.01
1289,0.01
1299,0.00
1310,0.01
1321,0.00
1332,-0.01
1343,-0.00
1353,0.01
1364,0.02
1375,0.01
1386,-0.00
1397,-0.00
1408,0.02
1419,-0.01
1429,-0.00
1440,0.02
1452,0.00
1462,0.01
1473,0.00
1483,0.01
1495,0.01
1505,0.02
1516,0.02
1527,0.02
1538,0.01
1549,0.00
1559,0.01
1570,0.02
1582,0.01
1592,0.00
1603,-0.01
1613,0.01
1625,0.02
1635,-0.00
1646,-0.00
1657,-0.00
1668,0.01
1679,0.00
1689,0.01
1700,0.03
1712,0.02
1722,-0.01
1733,-0.01
1743,0.01
1755,.1'16383931N
2,-4.98
52,-4.94
62,-4.88
73,-4.84
84,-4.80
95,-4.77
106,-4.74
116,-4.70
128,-4.66
138,-4.64
149,-4.62
160,-4.60
171,-4.56
182,-4.55
192,-4.51
203,-4.49
215,-4.46
225,-4.43
236,-4.43
246,-4.43
258,-4.38
268,-4.36
279,-4.35
290,-4.33
301,-4.36
312,-4.33
322,-4.33
333,-4.32
345,-4.30
355,-4.31
366,-4.32
