Millis,Load_Cell,Linear_Pot,Thermocouple
90,-0.02
100,-0.00
111,0.01
121,-0.02
133,-0.02
144,-0.02
154,-0.03
165,-0.03
176,-0.00
187,0.02
197,0.01
208,0.01
220,0.02
230,-0.01
241,-0.02
251,-0.01
263,-0.00
273,0.01
284,0.00
294,0.00
306,0.01
317,0.02
327,0.04
338,0.01
349,0.00
360,0.01
370,0.04
381,0.00
393,-0.01
403,0.01
414,0.00
424,0.01
436,0.02
446,-0.00
457,0.00
468,0.03
479,-0.00
490,-0.01
500,0.01
512,-0.01
522,-0.02
533,-0.01
544,0.00
555,-0.00
566,-0.00
576,-0.01
587,0.00
598,0.01
609,0.01
619,0.00
630,0.00
642,0.00
652,-0.00
663,-0.02
673,0.01
685,0.00
695,-0.02
706,0.00
717,-0.01
728,-0.00
739,-0.01
749,-0.00
760,0.00
771,-0.01
782,0.00
792,0.01
803,0.01
815,0.01
825,0.01
836,0.01
846,-0.00
858,0.02
868,0.01
879,-0.01
890,0.00
901,0.00
912,-0.01
922,-0.01
933,-0.02
944,-0.00
955,0.03
966,0.00
976,-0.01
988,-0.01
998,-0.01
1009,0.00
1019,0.01
1031,0.02
1041,0.00
1052,0.00
1063,-0.01
1074,-0.01
1085,-0.01
1095,0.01
1106,0.02
1117,-0.00
1128,0.00
1139,0.01
1149,0.02
1161,0.02
1171,0.02
1182,-0.00
1192,-0.01
1204,-0.01
1215,-0.03
1225,-0.03
1236,-0.01
1247,0.01
1258,0.01
1268,0.02
1280,0.03
1290,0.02
1301,0.01
1312,0.02
1323,0.01
1334,0.01
1344,0.01
1355,0.00
1366,-0.02
1377,-0.02
1388,-0.01
1398,0.01
1410,-0.00
1420,0.01
1431,0.02
1441,0.01
1453,-0.00
1464,0.00
1474,-0.00
1485,-0.01
1496,0.02
1507,0.01
1517,0.02
1528,0.01
1539,-0.00
1550,-0.01
1561,0.02
1571,0.01
1583,0.01
1593,0.01
1604,-0.01
1614,-0.01
1626,-0.01
1637,-0.01
1647,-0.00
1658,-0.01
1669,-0.00
1680,-0.01
1690,-0.00
1701,-0.01
1713,0.01
1723,0.01
1734,0.01
1744,-0.02
1756,-0.01
1766,0.01
1777,0.02
1787,0.00
1799,0.00
1810,0.02
1820,-0.01
1831,-0.01
1842,0.01
1853,0.00
1863,0.01
1874,-0.01
1886,-0.02
1896,0.00
1907,0.01
1917,0.01
1929,-0.01
1939,0.00
1950,0.01
1961,0.00
1972,0.00
1983,0.01
1993,0.01
2004,0.02
2015,0.04
2026,0.02
2037,0.00
2048,0.01
2059,0.01
2069,-0.00
2080,0.00
2091,0.00
2102,0.02
2112,0.01
2123,0.02
2135,0.01
2145,-0.00
2156,0.01
2166,0.01
2178,-0.01
2188,-0.01
2199,-0.00
2210,0.01
2221,0.01
2232,0.01
2242,-0.01
2253,-0.01
2264,0.02
2275,0.00
2286,-0.01
2296,-0.01
2308,-0.01
2318,-0.00
2329,-0.01
2339,-0.01
2351,-0.01
2361,-0.02
2372,-0.04
2383,-0.01
2394,-0.01
2405,0.00
2415,0.02
2426,0.02
2437,0.02
2448,0.02
2459,0.01
2469,-0.00
2481,0.01
2491,0.00
2502,0.00
2512,0.01
2524,0.00
2535,0.01
2545,0.01
2556,0.02
2567,0.00
2578,0.00
2588,0.00
2599,0.00
2610,-0.02
2621,-0.00
2632,0.00
2642,-0.00
2654,-0.01
2664,-0.00
2675,0.04
2685,0.03
2697,0.02
2708,0.01
2718,0.01
2729,0.01
2740,0.01
2751,-0.01
2761,0.00
2772,0.01
2784,0.01
2794,0.01
2805,0.00
2816,0.01
2827,0.00
2837,0.01
2848,0.01
2859,0.01
2870,0.01
2881,0.00
2891,0.01
2903,0.02
2913,0.02
2924,-0.00
2934,-0.00
2946,0.01
2957,-0.01
2967,-0.01
2978,-0.01
2989,0.01
3000,0.01
3010,-0.00
3021,-0.01
3033,-0.01
3043,-0.02
3054,-0.00
3064,-0.01
3076,0.00
3086,0.00
3097,-0.00
3108,0.01
3119,-0.00
3130,-0.00
3140,-0.00
3151,0.01
3162,0.01
3173,0.02
3183,0.02
3194,0.02
3206,-0.00
3216,-0.01
3227,0.00
3237,0.01
3249,0.02
3259,0.03
3270,0.01
3281,0.00
3292,0.02
3303,0.02
3313,0.01
3324,0.02
3335,0.01
3346,0.01
3357,-0.02
3367,-0.03
3379,0.00
3389,0.01
3400,-0.01
3410,-0.02
3422,0.00
3432,0.01
3443,0.01
3454,0.03
3465,0.01
3476,-0.01
3486,-0.02
3497,0.00
3508,0.00
3519,0.01
3530,0.01
3540,0.01
3552,0.01
3562,-0.02
3573,-0.01
3584,0.01
3595,0.03
3606,0.01
3616,0.01
3628,0.01
3638,-0.02
3649,-0.01
3659,0.00
3671,-0.01
3681,-0.01
3692,0.02
3703,0.02
3714,-0.00
3725,-0.00
3735,0.01
3746,0.03
3757,0.01
3768,0.01
3779,-0.01
3789,-0.02
3801,-0.01
3811,-0.00
3822,0.01
3832,-0.00
3844,-0.01
3855,0.01
3865,0.01
3876,0.01
3887,-0.00
3898,-0.01
3908,-0.02
3919,-0.01
3930,0.01
3941,0.00
3952,-0.00
3962,-0.01
3974,0.00
3984,0.02
3995,0.03
4005,-0.00
4017,-0.00
4028,-0.01
4038,-0.01
4049,-0.01
4060,-0.02
4071,-0.01
4081,0.01
4092,0.00
4104,-0.01
4114,0.01
4125,0.03
4135,0.00
4147,-0.00
4157,0.01
4168,0.01
4178,0.02
4190,0.01
4201,-0.00
4211,0.01
4222,0.01
4233,-0.00
4244,-0.01
4254,-0.01
4265,-0.00
4277,-0.01
4287,-0.03
4298,-0.01
4308,0.01
4320,0.01
4330,-0.01
4341,-0.01
4353,-0.01
4363,-0.00
4374,-0.01
4384,0.01
4396,0.01
4406,-0.00
4417,-0.00
4427,-0.01
4439,-0.00
4450,0.00
4460,0.00
4471,-0.00
4482,-0.01
4493,0.02
4503,0.02
4514,0.02
4526,0.02
4536,0.02
4547,0.02
4557,-0.00
4569,-0.01
4579,-0.01
4590,-0.00
4601,-0.00
4612,-0.01
4623,-0.00
4633,-0.01
4644,-0.01
4655,-0.01
4666,-0.02
4677,-0.00
4687,0.02
4699,0.02
4709,0.01
4720,0.00
4730,0.01
4742,0.02
4753,0.03
4763,0.00
4774,-0.00
4785,-0.00
4796,-0.00
4806,0.00
4817,-0.00
4828,-0.02
4839,-0.01
4850,0.02
4860,-0.02
4872,-0.02
4882,0.02
4893,0.01
4903,-0.00
4915,-0.01
4926,-0.01
4936,-0.00
4947,0.01
4958,0.01
4969,-0.00
4979,-0.01
4990,0.01
5002,-0.01
5012,-0.01
5023,0.01
5033,0.00
5045,-0.00
5055,0.02
5066,0.01
5076,-0.01
5088,-0.03
5099,-0.02
5109,-0.02
5121,0.00
5131,0.03
5142,0.01
5152,-0.01
5164,0.01
5175,0.01
5185,-0.01
5196,-0.02
5207,-0.02
5218,-0.01
5228,-0.01
5239,-0.01
5251,-0.00
5261,-0.03
5272,-0.01
5282,0.00
5294,0.03
5304,0.02
5315,0.00
5326,-0.01
5337,0.00
5348,0.01
5358,0.01
5369,0.01
5380,-0.00
5391,0.00
5401,0.02
5412,0.01
5424,-0.00
5434,-0.01
5445,-0.00
5455,0.01
5467,-0.00
5477,-0.00
5488,0.02
5499,0.01
5510,0.03
5521,0.00
5531,-0.01
5542,0.00
5553,-0.01
5564,-0.00
5575,-0.00
5585,-0.02
5597,-0.01
5607,0.02
5618,0.00
5628,-0.00
5640,0.00
5651,-0.00
5661,0.02
5672,0.02
5683,0.00
5694,-0.01
5704,-0.00
5715,0.01
5726,0.01
5737,0.01
5748,0.00
5758,0.01
5770,0.00
5780,0.00
5791,0.00
5801,0.01
5813,0.00
5824,0.00
5834,-0.00
5846,0.02
5856,0.01
5867,0.00
5877,0.01
5889,0.01
5900,-0.00
5910,-0.02
5921,-0.02
5932,-0.01
5943,-0.01
5953,0.01
5964,-0.00
5976,0.00
5986,-0.02
5997,-0.01
6007,-0.00
6019,0.01
6029,0.01
6040,0.01
6051,-0.01
6062,-0.01
6073,0.01
6083,0.02
6094,-0.01
6105,-0.02
6116,-0.02
6126,-0.01
6137,-0.01
6149,-0.02
6159,-0.01
6170,0.00
6180,0.01
6192,-0.00
6202,-0.00
6213,-0.02
6224,-0.01
6235,-0.02
6246,-0.00
6256,0.01
6267,0.00
6278,-0.00
6289,0.01
6300,-0.01
6310,-0.01
6322,0.01
6332,-0.01
6343,0.01
6353,-0.01
6365,-0.01
6375,-0.01
6386,-0.01
6397,0.00
6408,-0.01
6419,-0.00
6429,-0.01
6440,0.01
6451,0.01
6462,-0.00
6473,-0.00
6483,0.01
6495,-0.00
6505,0.00
6516,0.01
6526,0.01
6538,0.00
6549,0.00
6559,-0.01
6571,-0.00
6581,0.01
6592,0.01
6602,0.00
6614,0.00
6625,0.02
6635,0.01
6646,-0.02
6657,-0.03
6668,-0.03
6678,-0.00
6689,-0.00
6701,0.00
6711,-0.00
6722,0.01
6732,-0.00
6744,-0.01
6754,0.01
6765,-0.00
6775,0.01
6787,0.01
6798,0.02
6808,0.00
6819,-0.02
6830,-0.02
6841,-0.01
6851,-0.02
6862,-0.01
6874,0.01
6884,0.01
6895,0.00
6905,0.01
6917,0.03
6927,0.01
6938,-0.02
6949,-0.02
6960,-0.02
6971,0.00
6981,-0.01
6992,-0.01
7003,0.01
7014,0.03
7024,0.01
7035,-0.01
7047,-0.01
7057,0.00
7068,0.01
7078,0.00
7090,0.00
7100,-0.01
7111,-0.01
7122,-0.01
7133,-0.00
7144,0.01
7154,0.00
7165,-0.00
7176,-0.02
7187,-0.02
7198,-0.00
7208,-0.01
7220,-0.01
7230,0.01
7241,0.00
7251,-0.00
7263,-0.01
7273,-0.00
7284,-0.01
7296,-0.01
7306,-0.01
7317,-0.02
7327,-0.00
7339,-0.00
7349,-0.02
7360,-0.03
7371,0.00
7382,0.00
7393,-0.02
7403,0.01
7414,0.01
7425,-0.01
7436,-0.01
7447,-0.02
7457,-0.04
7469,-0.01
7479,0.01
7490,0.01
7500,0.01
7512,0.00
7522,-0.01
7533,-0.00
7544,-0.01
7555,-0.00
7566,0.01
7576,0.00
7587,0.02
7598,0.01
7609,0.01
7620,-0.00
7630,0.01
7642,0.02
7652,-0.00
7663,0.01
7673,0.00
7685,-0.01
7696,0.00
7706,0.01
7717,0.01
7728,-0.01
7739,-0.01
7749,-0.00
7760,0.02
7771,-0.03
7782,-0.02
7793,-0.00
7803,-0.01
7815,-0.01
7825,0.00
7836,0.01
7846,0.00
7858,-0.01
7869,-0.00
7879,0.00
7890,0.01
7901,0.02
7912,0.02
7922,0.01
7933,0.01
7945,-0.00
7955,-0.00
7966,0.00
7976,0.01
7988,0.01
7998,-0.01
8009,-0.01
8019,0.00
8031,0.00
8042,0.01
8052,0.01
8064,-0.01
8074,0.00
8085,-0.00
8095,-0.00
8107,0.02
8118,0.02
8128,0.02
8139,0.01
8150,-0.00
8161,0.01
8171,0.03
8182,0.00
8194,-0.01
8204,-0.01
8215,0.00
8225,0.00
8237,0.02
8247,-0.02
8258,-0.01
8269,-0.00
8280,-0.03
8291,-0.03
8301,-0.02
8312,-0.00
8323,0.01
8334,-0.00
8344,0.02
8355,0.03
8367,0.03
8377,0.01
8388,-0.01
8398,-0.01
8410,-0.00
8420,-0.00
8431,0.00
8442,0.00
8453,-0.01
8464,-0.00
8474,0.01
8485,0.01
8496,0.01
8507,0.00
8518,-0.00
8528,-0.00
8540,0.02
8550,-0.01
8561,-0.02
8571,0.01
8583,0.01
8593,-0.01
8604,-0.01
8615,0.00
8626,0.02
8637,0.01
