Millis,Load_Cell,Linear_Pot (scaled),Smoothed_Velocity,Velocity,Highpass_Velocity,Thermocouple
12080,-19.9,5.157,-17.262,-16.342,-16.342,
12090,-20.68,4.953,-18.674,-20.336,-20.336,
12101,-21.39,4.75,-18.599,-18.488,-18.488,
12111,-22.13,4.51,-21.021,-23.968,-23.968,
12123,-22.47,4.292,-19.673,-18.157,-18.157,
12134,-22.56,4.104,-18.651,-17.167,-17.167,
12144,-22.6,3.893,-19.672,-21.063,-21.063,
12155,-22.42,3.682,-19.372,-19.148,-19.148,
12166,-21.78,3.479,-18.899,-18.488,-18.488,
12177,-21.27,3.276,-18.754,-18.488,-18.488,
12187,-20.52,3.079,-19.142,-19.61,-19.61,
12198,-19.58,2.891,-18.171,-17.167,-17.167,
12209,-18.52,2.709,-17.395,-16.507,-16.507,
12220,-17.35,2.542,-16.346,-15.186,-15.186,
12231,-16.06,2.382,-15.436,-14.526,-14.526,
12241,-14.72,2.237,-14.922,-14.526,-14.526,
12253,-13.33,2.106,-12.921,-10.894,-10.894,
12263,-11.9,1.983,-12.568,-12.347,-12.347,
12274,-10.41,1.881,-10.929,-9.244,-9.244,
12284,-8.91,1.779,-10.482,-10.168,-10.168,
12296,-7.62,1.721,-7.671,-4.842,-4.842,
12306,-6.53,1.641,-7.692,-7.989,-7.989,
12317,-5.39,1.605,-5.506,-3.301,-3.301,
12328,-4.24,1.576,-4.084,-2.641,-2.641,
12339,-2.94,1.562,-2.68,-1.321,-1.321,
12350,-1.18,1.569,-1.049,0.66,0.66,
12360,0.7,1.591,0.547,2.179,2.179,
12371,1.53,1.634,2.247,3.962,3.962,
12382,2.02,1.685,3.487,4.622,4.622,
12393,2.3,1.765,5.363,7.263,7.263,
12404,2.49,1.859,6.963,8.583,8.583,
12414,2.83,1.961,8.518,10.168,10.168,
12426,3.37,2.084,9.495,10.289,10.289,
12436,4.3,2.222,11.525,13.8,13.8,
12447,6.46,2.375,12.707,13.866,13.866,
12457,12.44,2.535,14.293,15.978,15.978,
12469,23.48,2.709,14.517,14.526,14.526,
12479,36.02,2.891,16.24,18.157,18.157,
12490,44.43,3.079,16.713,17.167,17.167,
12502,48.32,3.268,16.33,15.736,15.736,
12512,50.92,3.479,18.424,21.063,21.063,
12523,53.07,3.69,18.802,19.148,19.148,
12533,54.93,3.9,19.857,21.063,21.063,
12545,56.25,4.118,19.13,18.157,18.157,
12555,57.09,4.329,20.057,21.063,21.063,
12566,57.42,4.554,20.207,20.468,20.468,
12577,57.11,4.772,20.044,19.808,19.808,
12588,56.54,4.982,19.642,19.148,19.148,
12599,55.65,5.193,19.442,19.148,19.148,
12609,54.27,5.396,19.787,20.336,20.336,
12620,52.29,5.607,19.461,19.148,19.148,
12631,49.81,5.796,18.409,17.167,17.167,
12642,47.13,5.977,17.524,16.507,16.507,
12652,44.1,6.152,17.411,17.431,17.431,
12663,40.81,6.326,16.591,15.846,15.846,
12675,37.27,6.479,14.694,12.71,12.71,
12685,33.61,6.617,14.231,13.8,13.8,
12696,30.04,6.747,13.048,11.885,11.885,
12706,26.46,6.856,11.973,10.894,10.894,
12718,22.91,6.951,9.914,7.868,7.868,
12728,20.06,7.031,8.961,7.989,7.989,
12739,17.81,7.096,7.421,5.942,5.942,
12750,15.49,7.139,5.703,3.962,3.962,
12761,12.96,7.169,4.174,2.641,2.641,
12772,10.17,7.161,1.837,-0.66,-0.66,
12782,6.57,7.176,1.496,1.453,1.453,
12793,2.86,7.132,-1.195,-3.962,-3.962,
12804,-0.19,7.096,-2.294,-3.301,-3.301,
12815,-2.97,7.031,-4.112,-5.942,-5.942,
12825,-4.43,6.958,-5.637,-7.263,-7.263,
12836,-5.43,6.878,-6.552,-7.263,-7.263,
12848,-7.15,6.762,-8.136,-9.684,-9.684,
12858,-9.44,6.631,-10.42,-13.073,-13.073,
12869,-11.57,6.486,-11.81,-13.205,-13.205,
12879,-13.09,6.326,-13.82,-15.978,-15.978,
12891,-14.77,6.159,-14.035,-13.921,-13.921,
12901,-16.54,5.977,-15.979,-18.157,-18.157,
12912,-17.97,5.789,-16.582,-17.167,-17.167,
12922,-19.26,5.585,-18.348,-20.336,-20.336,
12934,-20.53,5.382,-17.744,-16.947,-16.947,
12945,-21.65,5.157,-19.092,-20.468,-20.468,
12955,-22.57,4.946,-19.975,-21.063,-21.063,
12966,-23.42,4.714,-20.564,-21.129,-21.129,
12977,-24.2,4.496,-20.269,-19.808,-19.808,
12988,-24.53,4.271,-20.452,-20.468,-20.468,
12998,-24.57,4.045,-21.35,-22.515,-22.515,
13009,-24.55,3.813,-21.236,-21.129,-21.129,
13021,-24.05,3.595,-19.802,-18.157,-18.157,
13031,-23.15,3.385,-20.351,-21.063,-21.063,
13042,-22.43,3.174,-19.739,-19.148,-19.148,
13052,-21.48,2.971,-19.94,-20.336,-20.336,
13064,-20.31,2.782,-17.9,-15.736,-15.736,
13074,-19,2.6,-17.988,-18.157,-18.157,
13085,-17.52,2.433,-16.584,-15.186,-15.186,
13095,-15.99,2.266,-16.552,-16.705,-16.705,
13107,-14.46,2.128,-14.038,-11.5,-11.5,
13118,-12.84,1.997,-13,-11.885,-11.885,
13128,-11.17,1.881,-12.239,-11.621,-11.621,
13139,-9.51,1.787,-10.429,-8.583,-8.583,
13150,-8,1.707,-8.846,-7.263,-7.263,
13161,-6.73,1.641,-7.419,-5.942,-5.942,
13171,-5.53,1.598,-5.914,-4.358,-4.358,
13182,-4.27,1.576,-3.945,-1.981,-1.981,
13193,-2.85,1.562,-2.603,-1.321,-1.321,
13204,-0.89,1.569,-0.959,0.66,0.66,
13215,0.9,1.598,0.829,2.641,2.641,
13225,1.64,1.649,2.849,5.084,5.084,
13237,2.1,1.707,3.931,4.842,4.842,
13247,2.33,1.794,6.197,8.716,8.716,
13258,2.57,1.888,7.433,8.583,8.583,
13268,2.94,2.005,9.441,11.621,11.621,
13280,3.59,2.135,10.255,10.894,10.894,
13291,4.8,2.273,11.456,12.545,12.545,
13301,8.01,2.426,13.21,15.252,15.252,
13313,16.66,2.586,13.349,13.315,13.315,
13323,29.06,2.767,15.534,18.157,18.157,
13334,39.96,2.949,16.084,16.507,16.507,
13344,46.12,3.145,17.76,19.61,19.61,
13356,49.17,3.348,17.443,16.947,16.947,
13366,51.53,3.559,19.144,21.063,21.063,
13377,53.5,3.762,18.851,18.488,18.488,
13388,55.22,3.98,19.357,19.808,19.808,
13399,56.4,4.191,19.276,19.148,19.148,
13410,57.1,4.409,19.565,19.808,19.808,
13420,57.27,4.627,20.522,21.789,21.789,
13431,56.77,4.844,20.225,19.808,19.808,
13442,56.15,5.055,19.766,19.148,19.148,
13453,55.06,5.258,19.197,18.488,18.488,
13464,53.46,5.462,18.834,18.488,18.488,
13474,51.33,5.658,19.097,19.61,19.61,
13486,48.81,5.854,17.746,16.342,16.342,
13496,46.09,6.036,17.897,18.157,18.157,
13507,43,6.21,16.907,15.846,15.846,
13517,39.49,6.377,16.763,16.705,16.705,
13529,35.84,6.522,14.46,12.105,12.105,
13539,32.27,6.66,14.097,13.8,13.8,
13550,28.71,6.784,12.639,11.225,11.225,
13561,25.19,6.893,11.281,9.904,9.904,
13572,21.83,6.987,9.927,8.583,8.583,
13583,19.26,7.067,8.62,7.263,7.263,
13593,17.05,7.118,6.918,5.084,5.084,
13604,14.68,7.154,5.122,3.301,3.301,
13615,12.04,7.176,3.533,1.981,1.981,
13626,9.05,7.176,1.756,0,0,
13636,4.93,7.154,-0.145,-2.179,-2.179,
13647,1.28,7.125,-1.438,-2.641,-2.641,
13659,-1.62,7.074,-2.911,-4.237,-4.237,
13669,-3.72,7.009,-4.64,-6.537,-6.537,
13680,-4.72,6.936,-5.657,-6.603,-6.603,
13690,-6.03,6.842,-7.453,-9.442,-9.442,
13702,-8.06,6.718,-8.934,-10.289,-10.289,
13712,-10.26,6.58,-11.218,-13.8,-13.8,
13723,-11.98,6.435,-12.26,-13.205,-13.205,
13734,-13.58,6.275,-13.47,-14.526,-14.526,
13745,-15.42,6.101,-14.677,-15.846,-15.846,
13756,-16.97,5.912,-15.927,-17.167,-17.167,
13766,-18.29,5.716,-17.629,-19.61,-19.61,
13777,-19.72,5.513,-18.142,-18.488,-18.488,
13788,-20.99,5.302,-18.727,-19.148,-19.148,
13799,-22,5.091,-19.001,-19.148,-19.148,
13809,-22.86,4.873,-20.271,-21.789,-21.789,
13820,-23.7,4.648,-20.373,-20.468,-20.468,
13832,-24.28,4.423,-19.674,-18.763,-18.763,
13842,-24.48,4.198,-20.934,-22.515,-22.515,
13853,-24.49,3.973,-20.712,-20.468,-20.468,
13863,-24.38,3.748,-21.508,-22.515,-22.515,
13875,-23.71,3.53,-19.931,-18.157,-18.157,
13885,-22.95,3.312,-20.765,-21.789,-21.789,
13896,-22.07,3.109,-19.638,-18.488,-18.488,
13907,-21.03,2.912,-18.779,-17.827,-17.827,
13918,-19.77,2.716,-18.274,-17.827,-17.827,
13929,-18.48,2.542,-17.128,-15.846,-15.846,
13939,-17.02,2.375,-16.833,-16.705,-16.705,
13950,-15.49,2.222,-15.394,-13.866,-13.866,
13961,-13.92,2.084,-14.015,-12.545,-12.545,
13972,-12.28,1.961,-12.631,-11.225,-11.225,
13982,-10.59,1.852,-11.743,-10.894,-10.894,
13993,-8.99,1.758,-10.145,-8.583,-8.583,
14005,-7.52,1.685,-8.106,-6.052,-6.052,
14015,-6.32,1.627,-6.964,-5.81,-5.81,
14026,-5.09,1.591,-5.132,-3.301,-3.301,
14036,-3.81,1.569,-3.666,-2.179,-2.179,
14048,-2.27,1.562,-2.069,-0.605,-0.605,
14058,-0.2,1.576,-0.382,1.453,1.453,
14069,1.23,1.612,1.456,3.301,3.301,
14080,1.82,1.663,3.05,4.622,4.622,
14091,2.21,1.736,4.83,6.603,6.603,
14102,2.37,1.823,6.405,7.923,7.923,
14112,2.67,1.925,8.21,10.168,10.168,
14124,3.11,2.041,9.041,9.684,9.684,
14134,3.88,2.179,11.266,13.8,13.8,
14145,5.57,2.324,12.27,13.205,13.205,
14155,10.53,2.477,13.732,15.252,15.252,
14167,21.97,2.644,13.925,13.921,13.921,
14178,34.36,2.825,15.213,16.507,16.507,
14188,42.55,3.014,16.864,18.884,18.884,
14199,47.11,3.21,17.388,17.827,17.827,
14210,49.62,3.406,17.69,17.827,17.827,
14221,52.07,3.617,18.467,19.148,19.148,
14231,54.09,3.835,19.97,21.789,21.789,
14242,55.61,4.045,19.61,19.148,19.148,
14253,56.63,4.271,20.088,20.468,20.468,
14264,57.1,4.481,19.71,19.148,19.148,
14275,57.02,4.699,19.755,19.808,19.808,
14285,56.52,4.91,20.289,21.063,21.063,
14297,55.79,5.12,18.985,17.552,17.552,
14307,54.48,5.331,19.871,21.063,21.063,
14318,52.59,5.534,19.211,18.488,18.488,
14328,50.36,5.73,19.372,19.61,19.61,
14340,47.84,5.919,17.599,15.736,15.736,
14351,44.94,6.101,17.087,16.507,16.507,
14361,41.62,6.261,16.481,15.978,15.978,
14372,37.94,6.428,15.805,15.186,15.186,
14383,34.4,6.573,14.535,13.205,13.205,
14394,30.94,6.696,12.977,11.225,11.225,
14404,27.4,6.82,12.587,12.347,12.347,
14415,23.94,6.922,10.917,9.244,9.244,
14426,20.9,7.001,9.128,7.263,7.263,
14437,18.57,7.074,7.86,6.603,6.603,
14448,16.3,7.125,6.253,4.622,4.622,
14458,13.85,7.161,4.934,3.631,3.631,
14470,11.08,7.176,3.037,1.21,1.21,
14480,7.6,7.176,1.568,0,0,
14491,3.16,7.154,-0.217,-1.981,-1.981,
14501,-0.13,7.11,-2.207,-4.358,-4.358,
14513,-2.74,7.052,-3.612,-4.842,-4.842,
14523,-4.26,6.987,-5.065,-6.537,-6.537,
14534,-5.23,6.907,-6.212,-7.263,-7.263,
14545,-6.66,6.805,-7.721,-9.244,-9.244,
14556,-8.71,6.675,-9.724,-11.885,-11.885,
14567,-10.85,6.537,-11.154,-12.545,-12.545,
14577,-12.46,6.384,-13.115,-15.252,-15.252,
14588,-14.07,6.217,-14.232,-15.186,-15.186,
14599,-15.92,6.036,-15.427,-16.507,-16.507,
14610,-17.43,5.847,-16.334,-17.167,-17.167,
14621,-18.77,5.651,-17.114,-17.827,-17.827,
14631,-20.12,5.447,-18.599,-20.336,-20.336,
14643,-21.3,5.237,-18.168,-17.552,-17.552,
14653,-22.23,5.019,-19.82,-21.789,-21.789,
14664,-23.04,4.794,-20.161,-20.468,-20.468,
14674,-23.87,4.568,-21.274,-22.515,-22.515,
14686,-24.34,4.343,-20.109,-18.763,-18.763,
14696,-24.45,4.125,-20.91,-21.789,-21.789,
14707,-24.43,3.9,-20.66,-20.468,-20.468,
14718,-24.22,3.675,-20.567,-20.468,-20.468,
14729,-23.42,3.457,-20.201,-19.808,-19.808,
14740,-22.7,3.247,-19.743,-19.148,-19.148,
14750,-21.76,3.043,-19.953,-20.336,-20.336,
14761,-20.63,2.84,-19.242,-18.488,-18.488,
14772,-19.34,2.666,-17.655,-15.846,-15.846,
14783,-17.95,2.491,-16.775,-15.846,-15.846,
14793,-16.49,2.331,-16.319,-15.978,-15.978,
14804,-14.97,2.179,-15.064,-13.866,-13.866,
14816,-13.35,2.048,-13.012,-10.894,-10.894,
14826,-11.7,1.925,-12.624,-12.347,-12.347,
14837,-10.07,1.823,-10.936,-9.244,-9.244,
14848,-8.51,1.736,-9.433,-7.923,-7.923,
14859,-7.12,1.663,-8.023,-6.603,-6.603,
14869,-5.93,1.612,-6.606,-5.084,-5.084,
14880,-4.74,1.583,-4.621,-2.641,-2.641,
14891,-3.43,1.562,-3.273,-1.981,-1.981,
14902,-1.67,1.562,-1.625,0,0,
14913,0.38,1.583,0.166,1.981,1.981,
14923,1.4,1.627,2.159,4.358,4.358,
14935,1.89,1.685,3.572,4.842,4.842,
14945,2.23,1.758,5.369,7.263,7.263,
14956,2.44,1.852,6.998,8.583,8.583,
14966,2.78,1.961,8.875,10.894,10.894,
14978,3.31,2.084,9.673,10.289,10.289,
14989,4.26,2.222,11.131,12.545,12.545,
14999,6.57,2.368,12.726,14.526,14.526,
15010,13.5,2.528,13.656,14.526,14.526,
15021,26.05,2.695,14.464,15.186,15.186,
15032,38.06,2.876,15.524,16.507,16.507,
15042,44.73,3.072,17.407,19.61,19.61,
15053,48.01,3.268,17.668,17.827,17.827,
15065,50.36,3.472,17.438,16.947,16.947,
15075,52.58,3.682,19.082,21.063,21.063,
15086,54.49,3.893,19.124,19.148,19.148,
15096,55.76,4.111,20.328,21.789,21.789,
15108,56.62,4.329,19.353,18.157,18.157,
15118,57,4.547,20.481,21.789,21.789,
15129,56.7,4.757,19.829,19.148,19.148,
15139,56.13,4.975,20.713,21.789,21.789,
15151,55.22,5.186,19.175,17.552,17.552,
15162,53.85,5.396,19.183,19.148,19.148,
15172,51.92,5.592,19.295,19.61,19.61,
15183,49.53,5.789,18.586,17.827,17.827,
15194,46.94,5.97,17.587,16.507,16.507,
15205,43.81,6.152,17.083,16.507,16.507,
15215,40.42,6.312,16.513,15.978,15.978,
15226,36.83,6.464,15.204,13.866,13.866,
15238,33.32,6.609,13.673,12.105,12.105,
15248,29.88,6.74,13.308,13.073,13.073,
15259,26.34,6.849,11.622,9.904,9.904,
15269,22.89,6.951,10.872,10.168,10.168,
15281,20.14,7.031,8.762,6.658,6.658,
15291,17.94,7.089,7.345,5.81,5.81,
15302,15.61,7.139,5.937,4.622,4.622,
15312,13.09,7.169,4.452,2.905,2.905,
15324,10.29,7.169,2.182,0,0,
15335,6.4,7.169,1.05,0,0,
15345,2.08,7.139,-0.845,-2.905,-2.905,
15356,-1.1,7.096,-2.429,-3.962,-3.962,
15367,-3.33,7.038,-3.881,-5.282,-5.282,
15378,-4.49,6.972,-4.962,-5.942,-5.942,
15388,-5.61,6.885,-6.763,-8.716,-8.716,
15399,-7.33,6.769,-8.621,-10.564,-10.564,
15410,-9.51,6.631,-10.567,-12.545,-12.545,
15421,-11.4,6.493,-11.642,-12.545,-12.545,
15432,-12.93,6.333,-13.13,-14.526,-14.526,
15442,-14.69,6.166,-14.826,-16.705,-16.705,
15454,-16.43,5.985,-15.067,-15.131,-15.131,
15464,-17.8,5.796,-16.84,-18.884,-18.884,
15475,-19.14,5.592,-17.691,-18.488,-18.488,
15485,-20.5,5.382,-19.283,-21.063,-21.063,
15497,-21.59,5.171,-18.527,-17.552,-17.552,
15508,-22.51,4.953,-19.211,-19.808,-19.808,
15518,-23.32,4.735,-20.339,-21.789,-21.789,
15529,-24.03,4.503,-20.72,-21.129,-21.129,
15540,-24.37,4.278,-20.644,-20.468,-20.468,
15551,-24.41,4.053,-20.656,-20.468,-20.468,
15561,-24.36,3.828,-21.484,-22.515,-22.515,
15572,-23.97,3.61,-20.682,-19.808,-19.808,
15584,-23.12,3.392,-19.495,-18.157,-18.157,
15594,-22.32,3.181,-20.141,-21.063,-21.063,
15605,-21.36,2.978,-19.314,-18.488,-18.488,
15616,-20.21,2.789,-18.274,-17.167,-17.167,
15627,-18.94,2.607,-17.439,-16.507,-16.507,
15637,-17.5,2.44,-17.056,-16.705,-16.705,
15648,-15.98,2.273,-16.081,-15.186,-15.186,
15659,-14.44,2.135,-14.393,-12.545,-12.545,
15670,-12.84,2.005,-13.17,-11.885,-11.885,
15681,-11.19,1.888,-11.863,-10.564,-10.564,
15691,-9.53,1.794,-10.651,-9.442,-9.442,
15703,-7.98,1.707,-8.916,-7.263,-7.263,
15713,-6.69,1.649,-7.438,-5.81,-5.81,
15724,-5.49,1.598,-6.008,-4.622,-4.622,
15734,-4.26,1.576,-4.163,-2.179,-2.179,
15746,-2.88,1.562,-2.621,-1.21,-1.21,
15756,-0.95,1.569,-0.995,0.726,0.726,
15767,0.84,1.598,0.818,2.641,2.641,
15778,1.6,1.641,2.41,3.962,3.962,
15789,2.07,1.707,4.166,5.942,5.942,
15800,2.3,1.787,5.742,7.263,7.263,
15810,2.51,1.888,7.841,10.168,10.168,
15821,2.9,1.997,8.937,9.904,9.904,
15832,3.56,2.128,10.451,11.885,11.885,
15843,4.76,2.266,11.542,12.545,12.545,
15854,8.09,2.426,13.02,14.526,14.526,
15864,17.27,2.578,14.097,15.252,15.252,
15876,30.06,2.76,14.702,15.131,15.131,
15886,40.49,2.941,16.31,18.157,18.157,
15897,45.98,3.138,17.09,17.827,17.827,
15907,48.84,3.341,18.621,20.336,20.336,
15919,51.2,3.544,17.901,16.947,16.947,
15929,53.19,3.755,19.373,21.063,21.063,
15940,54.89,3.966,19.271,19.148,19.148,
15951,56,4.183,19.555,19.808,19.808,
15962,56.69,4.401,19.683,19.808,19.808,
15973,56.92,4.627,20.097,20.468,20.468,
15983,56.48,4.837,20.51,21.063,21.063,
15994,55.89,5.048,19.91,19.148,19.148,
16005,54.82,5.258,19.576,19.148,19.148,
16016,53.25,5.462,19.059,18.488,18.488,
16027,51.16,5.658,18.445,17.827,17.827,
16037,48.55,5.854,18.895,19.61,19.61,
16049,45.68,6.036,17.061,15.131,15.131,
16059,42.6,6.203,16.857,16.705,16.705,
16070,39.19,6.37,16.017,15.186,15.186,
16080,35.6,6.522,15.603,15.252,15.252,
16092,32.08,6.653,13.26,10.894,10.894,
16102,28.56,6.776,12.787,12.347,12.347,
16113,25.09,6.885,11.322,9.904,9.904,
16124,21.8,6.98,9.948,8.583,8.583,
16135,19.33,7.052,8.298,6.603,6.603,
16146,17.14,7.118,7.125,5.942,5.942,
16156,14.74,7.154,5.433,3.631,3.631,
16167,12.14,7.169,3.402,1.321,1.321,
16178,9.09,7.169,1.69,0,0,
16189,4.81,7.161,0.452,-0.66,-0.66,
16200,0.91,7.125,-1.426,-3.301,-3.301,
16210,-1.99,7.074,-3.172,-5.084,-5.084,
16222,-3.82,7.016,-4.087,-4.842,-4.842,
16232,-4.84,6.943,-5.623,-7.263,-7.263,
16243,-6.02,6.849,-7.113,-8.583,-8.583,
16253,-7.91,6.718,-9.87,-13.073,-13.073,
16265,-10.15,6.587,-10.475,-10.894,-10.894,
16275,-11.93,6.442,-12.452,-14.526,-14.526,
16286,-13.5,6.282,-13.534,-14.526,-14.526,
16297,-15.31,6.101,-15.023,-16.507,-16.507,
16308,-16.88,5.919,-15.785,-16.507,-16.507,
16319,-18.2,5.73,-16.556,-17.167,-17.167,
16329,-19.55,5.52,-18.612,-21.063,-21.063,
16340,-20.83,5.309,-18.941,-19.148,-19.148,
16351,-21.83,5.091,-19.442,-19.808,-19.808,
16362,-22.72,4.881,-19.398,-19.148,-19.148,
16373,-23.54,4.648,-20.229,-21.129,-21.129,
16384,-24.12,4.423,-20.319,-20.468,-20.468,
16395,-24.36,4.198,-20.427,-20.468,-20.468,
16405,-24.41,3.973,-21.378,-22.515,-22.515,
16416,-24.34,3.74,-21.296,-21.129,-21.129,
16427,-23.71,3.53,-20.331,-19.148,-19.148,
16438,-22.86,3.319,-19.797,-19.148,-19.148,
16448,-21.99,3.116,-19.984,-20.336,-20.336,
16459,-21,2.912,-19.208,-18.488,-18.488,
16471,-19.78,2.724,-17.529,-15.736,-15.736,
16481,-18.43,2.549,-17.433,-17.431,-17.431,
16492,-16.93,2.382,-16.306,-15.186,-15.186,
16502,-15.42,2.23,-15.737,-15.252,-15.252,
16514,-13.87,2.084,-13.929,-12.105,-12.105,
16524,-12.24,1.961,-13.159,-12.347,-12.347,
16535,-10.6,1.852,-11.532,-9.904,-9.904,
16546,-8.95,1.765,-9.764,-7.923,-7.923,
16557,-7.5,1.692,-8.18,-6.603,-6.603,
16568,-6.31,1.627,-7.021,-5.942,-5.942,
16578,-5.11,1.591,-5.372,-3.631,-3.631,
16589,-3.84,1.569,-3.682,-1.981,-1.981,
16600,-2.31,1.562,-2.166,-0.66,-0.66,
16611,-0.25,1.576,-0.425,1.321,1.321,
16621,1.18,1.612,1.529,3.631,3.631,
16632,1.75,1.663,3.098,4.622,4.622,
16644,2.18,1.736,4.652,6.052,6.052,
16654,2.37,1.823,6.589,8.716,8.716,
16665,2.66,1.925,7.943,9.244,9.244,
16675,3.1,2.041,9.711,11.621,11.621,
16687,3.91,2.172,10.412,10.894,10.894,
16697,5.7,2.324,12.673,15.252,15.252,
16708,11.05,2.477,13.308,13.866,13.866,
16719,22.62,2.644,14.296,15.186,15.186,
16730,34.87,2.818,15.098,15.846,15.846,
16741,42.98,3.014,16.447,17.827,17.827,
16751,47.09,3.21,17.892,19.61,19.61,
16762,49.5,3.428,18.89,19.808,19.808,
16773,51.83,3.617,18.219,17.167,17.167,
16784,53.72,3.835,19.028,19.808,19.808,
16794,55.17,4.045,19.929,21.063,21.063,
16805,56.17,4.256,19.561,19.148,19.148,
16817,56.66,4.481,19.218,18.763,18.763,
16827,56.68,4.692,20.059,21.063,21.063,
16838,56.25,4.91,19.914,19.808,19.808,
16848,55.5,5.128,20.74,21.789,21.789,
16860,54.24,5.331,18.954,16.947,16.947,
16870,52.38,5.534,19.561,20.336,20.336,
16881,50.02,5.723,18.381,17.167,17.167,
16892,47.46,5.919,18.079,17.827,17.827,
16903,44.58,6.094,16.986,15.846,15.846,
16914,41.41,6.261,16.142,15.186,15.186,
16924,37.83,6.42,15.965,15.978,15.978,
16935,34.26,6.566,14.624,13.205,13.205,
16946,30.82,6.696,13.292,11.885,11.885,
16957,27.32,6.82,12.268,11.225,11.225,
16967,23.92,6.922,11.227,10.168,10.168,
16978,20.88,7.009,9.575,7.923,7.923,
16990,18.58,7.074,7.522,5.447,5.447,
17000,16.31,7.132,6.628,5.81,5.81,
17011,13.9,7.161,4.636,2.641,2.641,
17021,11.19,7.169,2.758,0.726,0.726,
17033,7.75,7.176,1.598,0.605,0.605,
17043,3.19,7.154,-0.21,-2.179,-2.179,
17054,-0.26,7.118,-1.778,-3.301,-3.301,
17064,-2.82,7.067,-3.379,-5.084,-5.084,
17076,-4.19,6.994,-4.78,-6.052,-6.052,
17087,-5.29,6.907,-6.368,-7.923,-7.923,
17097,-6.85,6.805,-8.16,-10.168,-10.168,
17108,-8.87,6.675,-10.011,-11.885,-11.885,
17119,-10.83,6.537,-11.323,-12.545,-12.545,
17130,-12.42,6.384,-12.659,-13.866,-13.866,
17140,-14.09,6.217,-14.584,-16.705,-16.705,
17152,-15.92,6.036,-14.937,-15.131,-15.131,
17163,-17.37,5.854,-15.76,-16.507,-16.507,
17173,-18.7,5.651,-17.86,-20.336,-20.336,
17184,-20.07,5.44,-18.524,-19.148,-19.148,
17195,-21.24,5.229,-18.905,-19.148,-19.148,
17206,-22.18,5.019,-19.139,-19.148,-19.148,
17216,-22.99,4.794,-20.681,-22.515,-22.515,
17227,-23.76,4.568,-20.575,-20.468,-20.468,
17238,-24.21,4.343,-20.592,-20.468,-20.468,
17249,-24.35,4.118,-20.586,-20.468,-20.468,
17260,-24.35,3.893,-20.544,-20.468,-20.468,
17270,-24.08,3.668,-21.372,-22.515,-22.515,
17282,-23.28,3.457,-19.546,-17.552,-17.552,
17292,-22.55,3.239,-20.515,-21.789,-21.789,
17303,-21.62,3.036,-19.533,-18.488,-18.488,
17313,-20.51,2.84,-19.534,-19.61,-19.61,
17325,-19.21,2.658,-17.368,-15.131,-15.131,
17336,-17.83,2.484,-16.647,-15.846,-15.846,
17346,-16.37,2.324,-16.203,-15.978,-15.978,
17357,-14.84,2.172,-15.027,-13.866,-13.866,
17368,-13.23,2.041,-13.498,-11.885,-11.885,
17379,-11.57,1.925,-12.097,-10.564,-10.564,
17389,-9.94,1.823,-11.113,-10.168,-10.168,
17400,-8.39,1.736,-9.495,-7.923,-7.923,
17411,-7.07,1.663,-8.047,-6.603,-6.603,
17422,-5.87,1.612,-6.363,-4.622,-4.622,
17433,-4.62,1.583,-4.533,-2.641,-2.641,
17443,-3.28,1.562,-3.335,-2.179,-2.179,
17455,-1.54,1.569,-1.312,0.605,0.605,
17465,0.44,1.583,0.058,1.453,1.453,
17476,1.46,1.627,1.998,3.962,3.962,
17486,1.98,1.685,3.838,5.81,5.81,
17498,2.27,1.765,5.338,6.658,6.658,
17508,2.46,1.859,7.306,9.442,9.442,
17519,2.81,1.961,8.342,9.244,9.244,
17530,3.36,2.092,10.103,11.885,11.885,
17541,4.32,2.23,11.34,12.545,12.545,
17552,6.74,2.382,12.631,13.866,13.866,
17562,13.93,2.535,13.895,15.252,15.252,
17573,26.47,2.709,14.92,15.846,15.846,
17584,37.96,2.891,15.747,16.507,16.507,
17595,44.59,3.087,16.795,17.827,17.827,
17606,47.95,3.29,17.646,18.488,18.488,
17616,50.28,3.493,18.908,20.336,20.336,
17628,52.42,3.697,18.041,16.947,16.947,
17638,54.27,3.907,19.418,21.063,21.063,
17649,55.58,4.133,19.91,20.468,20.468,
17659,56.47,4.343,20.46,21.063,21.063,
17671,56.79,4.554,19.1,17.552,17.552,
17682,56.44,4.772,19.471,19.808,19.808,
17692,55.92,4.99,20.42,21.789,21.789,
17703,54.94,5.2,19.801,19.148,19.148,
17714,53.44,5.404,19.219,18.488,18.488,
17725,51.45,5.6,18.619,17.827,17.827,
17735,49.03,5.796,18.994,19.61,19.61,
17746,46.51,5.985,18.065,17.167,17.167,
17757,43.46,6.159,17.03,15.846,15.846,
17768,40.04,6.326,16.148,15.186,15.186,
17779,36.42,6.479,15.03,13.866,13.866,
17789,32.9,6.624,14.686,14.526,14.526,
17801,29.38,6.747,12.501,10.289,10.289,
17811,25.98,6.856,11.701,10.894,10.894,
17822,22.61,6.958,10.449,9.244,9.244,
17832,19.88,7.031,8.915,7.263,7.263,
17844,17.69,7.103,7.426,6.052,6.052,
17854,15.37,7.139,5.649,3.631,3.631,
17865,12.83,7.161,3.818,1.981,1.981,
17876,9.99,7.169,2.212,0.66,0.66,
17887,6.04,7.169,1.048,0,0,
17898,1.84,7.139,-0.79,-2.641,-2.641,
