Millis,Load_Cell,Linear_Pot (scaled),Smoothed_Velocity,Velocity,Highpass_Velocity,Thermocouple
6250,51.04,5.244,18.051,17.827,17.827,
6260,49.61,5.447,18.995,20.336,20.336,
6272,47.87,5.629,17.145,15.131,15.131,
6282,45.69,5.81,17.571,18.157,18.157,
6293,43.47,5.977,16.426,15.186,15.186,
6304,40.86,6.144,15.802,15.186,15.186,
6315,38.05,6.297,14.825,13.866,13.866,
6326,35.12,6.442,14.05,13.205,13.205,
6336,32.1,6.58,13.836,13.8,13.8,
6347,29.16,6.696,12.261,10.564,10.564,
6358,26.08,6.813,11.414,10.564,10.564,
6369,23.01,6.907,10.034,8.583,8.583,
6379,20.42,6.994,9.342,8.716,8.716,
6390,18.37,7.06,7.649,5.942,5.942,
6402,16.41,7.11,5.949,4.237,4.237,
6412,14.27,7.147,4.795,3.631,3.631,
6423,11.96,7.169,3.371,1.981,1.981,
6433,9.73,7.169,1.735,0,0,
6445,7.11,7.169,0.798,0,0,
6455,4.13,7.132,-1.269,-3.631,-3.631,
6466,1.13,7.089,-2.624,-3.962,-3.962,
6477,-2.09,7.038,-3.678,-4.622,-4.622,
6488,-4.11,6.972,-4.838,-5.942,-5.942,
6499,-5,6.893,-6.073,-7.263,-7.263,
6509,-6.31,6.798,-7.635,-9.442,-9.442,
6520,-8.08,6.675,-9.404,-11.225,-11.225,
6531,-10.08,6.544,-10.689,-11.885,-11.885,
6542,-11.57,6.406,-11.691,-12.545,-12.545,
6552,-12.93,6.246,-13.717,-15.978,-15.978,
6563,-14.49,6.086,-14.181,-14.526,-14.526,
6575,-15.88,5.912,-14.449,-14.526,-14.526,
6585,-17.01,5.73,-16.146,-18.157,-18.157,
6596,-18.04,5.542,-16.666,-17.167,-17.167,
6606,-19.09,5.346,-18.024,-19.61,-19.61,
6618,-19.99,5.142,-17.601,-16.947,-16.947,
6628,-20.69,4.939,-18.887,-20.336,-20.336,
6639,-21.35,4.735,-18.704,-18.488,-18.488,
6650,-21.98,4.525,-18.948,-19.148,-19.148,
6661,-22.33,4.307,-19.348,-19.808,-19.808,
6672,-22.45,4.096,-19.302,-19.148,-19.148,
6682,-22.38,3.886,-20.072,-21.063,-21.063,
6693,-22.19,3.682,-19.363,-18.488,-18.488,
6704,-21.57,3.479,-18.978,-18.488,-18.488,
6715,-20.95,3.276,-18.73,-18.488,-18.488,
6725,-20.21,3.087,-18.76,-18.884,-18.884,
6736,-19.29,2.898,-17.969,-17.167,-17.167,
6748,-18.23,2.724,-16.328,-14.526,-14.526,
6758,-17.12,2.557,-16.418,-16.705,-16.705,
6769,-15.87,2.404,-15.141,-13.866,-13.866,
6779,-14.61,2.252,-15.101,-15.252,-15.252,
6791,-13.25,2.121,-13.025,-10.894,-10.894,
6801,-11.88,1.997,-12.664,-12.347,-12.347,
6812,-10.44,1.888,-11.268,-9.904,-9.904,
6823,-9.04,1.801,-9.644,-7.923,-7.923,
6834,-7.72,1.729,-8.128,-6.603,-6.603,
6845,-6.65,1.685,-6.115,-3.962,-3.962,
6855,-5.56,1.598,-7.09,-8.716,-8.716,
6866,-4.46,1.583,-4.284,-1.321,-1.321,
6877,-3.26,1.569,-2.858,-1.321,-1.321,
6888,-1.67,1.569,-1.44,0,0,
6898,0.31,1.576,-0.343,0.726,0.726,
6909,1.55,1.612,1.537,3.301,3.301,
6921,2.25,1.663,2.897,4.237,4.237,
6931,2.52,1.729,4.623,6.537,6.537,
6942,2.71,1.808,5.969,7.263,7.263,
6952,2.97,1.903,7.657,9.442,9.442,
6964,3.41,2.012,8.455,9.079,9.079,
6974,4.1,2.128,9.98,11.621,11.621,
6985,5.37,2.273,11.556,13.205,13.205,
6996,8.06,2.411,12.124,12.545,12.545,
7007,14.1,2.564,13.026,13.866,13.866,
7018,22.86,2.724,13.817,14.526,14.526,
7028,30.37,2.891,15.146,16.705,16.705,
7040,38.51,3.072,15.186,15.131,15.131,
7050,44.21,3.254,16.576,18.157,18.157,
7061,46.67,3.45,17.212,17.827,17.827,
7072,48.66,3.639,17.263,17.167,17.167,
7083,50.14,3.842,17.869,18.488,18.488,
7094,51.5,4.045,18.208,18.488,18.488,
7104,52.55,4.242,18.835,19.61,19.61,
7115,52.89,4.452,19.012,19.148,19.148,
7126,52.98,4.656,18.824,18.488,18.488,
7137,52.57,4.859,18.686,18.488,18.488,
7147,52.07,5.055,19.087,19.61,19.61,
7158,51.05,5.251,18.478,17.827,17.827,
7170,49.58,5.447,17.461,16.342,16.342,
7180,47.88,5.629,17.728,18.157,18.157,
7191,45.66,5.81,17.107,16.507,16.507,
7201,43.37,5.977,16.876,16.705,16.705,
7213,40.76,6.144,15.438,13.921,13.921,
7223,37.86,6.304,15.629,15.978,15.978,
7234,34.86,6.442,14.114,12.545,12.545,
7244,31.83,6.58,13.909,13.8,13.8,
7256,28.94,6.704,12.098,10.289,10.289,
7267,25.82,6.813,11.032,9.904,9.904,
7277,22.82,6.907,10.201,9.442,9.442,
7288,20.32,6.994,9.056,7.923,7.923,
7299,18.3,7.06,7.517,5.942,5.942,
7310,16.35,7.11,6.105,4.622,4.622,
7320,14.3,7.147,4.885,3.631,3.631,
7331,12.01,7.169,3.41,1.981,1.981,
7343,9.65,7.169,1.671,0,0,
7353,7,7.169,0.806,0,0,
7364,4.03,7.139,-0.906,-2.641,-2.641,
7374,1.08,7.096,-2.558,-4.358,-4.358,
7386,-1.89,7.038,-3.769,-4.842,-4.842,
7396,-3.98,6.972,-5.126,-6.537,-6.537,
7407,-4.96,6.893,-6.239,-7.263,-7.263,
7417,-6.11,6.805,-7.445,-8.716,-8.716,
7429,-7.81,6.696,-8.311,-9.079,-9.079,
7440,-9.82,6.558,-10.338,-12.545,-12.545,
7450,-11.4,6.413,-12.281,-14.526,-14.526,
7461,-12.66,6.275,-12.536,-12.545,-12.545,
7472,-14.16,6.108,-13.896,-15.186,-15.186,
7483,-15.58,5.927,-15.21,-16.507,-16.507,
7493,-16.69,5.752,-16.26,-17.431,-17.431,
7504,-17.67,5.563,-16.754,-17.167,-17.167,
7516,-18.81,5.375,-16.386,-15.736,-15.736,
7526,-19.69,5.171,-18.137,-20.336,-20.336,
7537,-20.36,4.975,-17.992,-17.827,-17.827,
7547,-21,4.764,-19.396,-21.063,-21.063,
7559,-21.59,4.554,-18.57,-17.552,-17.552,
7569,-21.93,4.351,-19.416,-20.336,-20.336,
7580,-22.07,4.14,-19.262,-19.148,-19.148,
7590,-22.04,3.929,-20.086,-21.063,-21.063,
7602,-21.91,3.719,-18.858,-17.552,-17.552,
7613,-21.35,3.523,-18.427,-17.827,-17.827,
7623,-20.79,3.326,-18.887,-19.61,-19.61,
7634,-20.13,3.13,-18.348,-17.827,-17.827,
7645,-19.26,2.941,-17.771,-17.167,-17.167,
7656,-18.23,2.767,-16.897,-15.846,-15.846,
7666,-17.19,2.6,-16.765,-16.705,-16.705,
7677,-16.06,2.433,-15.948,-15.186,-15.186,
7689,-14.8,2.288,-14.077,-12.105,-12.105,
7699,-13.46,2.157,-13.552,-13.073,-13.073,
7710,-12.18,2.019,-12.989,-12.545,-12.545,
7720,-10.77,1.925,-11.311,-9.442,-9.442,
7732,-9.36,1.808,-10.465,-9.684,-9.684,
7742,-8.06,1.743,-8.664,-6.537,-6.537,
7753,-6.92,1.685,-6.987,-5.282,-5.282,
7763,-5.88,1.627,-6.305,-5.81,-5.81,
7775,-4.8,1.591,-4.616,-3.026,-3.026,
7786,-3.71,1.569,-3.286,-1.981,-1.981,
7796,-2.34,1.569,-1.746,0,0,
7808,-0.43,1.569,-0.813,0,0,
7818,1.11,1.598,0.955,2.905,2.905,
7829,1.92,1.641,2.45,3.962,3.962,
7839,2.34,1.7,4.075,5.81,5.81,
7851,2.52,1.772,5.141,6.052,6.052,
7862,2.78,1.859,6.559,7.923,7.923,
7872,3.15,1.961,8.248,10.168,10.168,
7883,3.7,2.077,9.425,10.564,10.564,
7894,4.58,2.201,10.373,11.225,11.225,
7905,6.33,2.339,11.503,12.545,12.545,
7915,10.35,2.484,12.934,14.526,14.526,
7926,17.8,2.644,13.743,14.526,14.526,
7937,25.99,2.811,14.514,15.186,15.186,
7948,35.37,2.985,15.221,15.846,15.846,
7959,42.39,3.152,15.272,15.186,15.186,
7969,45.21,3.355,17.538,20.336,20.336,
7981,47.38,3.537,16.421,15.131,15.131,
7991,48.84,3.74,18.2,20.336,20.336,
8002,50.42,3.937,18.064,17.827,17.827,
8012,51.44,4.14,19.137,20.336,20.336,
8024,52.06,4.336,17.791,16.342,16.342,
8035,52.29,4.539,18.168,18.488,18.488,
8045,51.96,4.75,19.375,21.063,21.063,
8056,51.75,4.924,17.736,15.846,15.846,
8067,50.98,5.142,18.689,19.808,19.808,
8078,49.99,5.324,17.717,16.507,16.507,
8088,48.46,5.527,18.843,20.336,20.336,
8099,46.55,5.709,17.707,16.507,16.507,
8111,44.49,5.883,16.243,14.526,14.526,
8121,42.06,6.05,16.354,16.705,16.705,
8132,39.37,6.21,15.44,14.526,14.526,
8142,36.37,6.362,15.251,15.252,15.252,
8154,33.48,6.508,13.712,12.105,12.105,
8164,30.6,6.631,13.071,12.347,12.347,
8175,27.58,6.769,12.728,12.545,12.545,
8185,24.55,6.856,10.873,8.716,8.716,
8197,21.69,6.943,9.07,7.263,7.263,
8208,19.45,7.023,8.138,7.263,7.263,
8218,17.52,7.081,6.961,5.81,5.81,
8229,15.48,7.125,5.435,3.962,3.962,
8240,13.29,7.161,4.372,3.301,3.301,
8251,10.94,7.169,2.566,0.66,0.66,
8261,8.63,7.176,1.616,0.726,0.726,
8272,5.87,7.154,-0.176,-1.981,-1.981,
8283,2.78,7.132,-1.128,-1.981,-1.981,
8294,-0.3,7.074,-3.161,-5.282,-5.282,
8305,-2.98,7.009,-4.542,-5.942,-5.942,
8315,-4.38,6.936,-5.894,-7.263,-7.263,
8327,-5.37,6.863,-6.085,-6.052,-6.052,
8337,-6.75,6.755,-8.303,-10.894,-10.894,
8348,-8.65,6.631,-9.705,-11.225,-11.225,
8358,-10.62,6.493,-11.646,-13.8,-13.8,
8370,-11.98,6.355,-11.707,-11.5,-11.5,
8381,-13.37,6.195,-13.152,-14.526,-14.526,
8391,-14.92,6.021,-15.084,-17.431,-17.431,
8402,-16.21,5.854,-15.204,-15.186,-15.186,
8413,-17.31,5.665,-16.202,-17.167,-17.167,
8424,-18.39,5.476,-16.767,-17.167,-17.167,
8434,-19.4,5.28,-18.073,-19.61,-19.61,
8445,-20.22,5.077,-18.29,-18.488,-18.488,
8457,-20.84,4.866,-18.031,-17.552,-17.552,
8467,-21.53,4.663,-19.068,-20.336,-20.336,
8478,-22.07,4.445,-19.419,-19.808,-19.808,
8488,-22.29,4.234,-20.162,-21.063,-21.063,
8500,-22.32,4.024,-18.962,-17.552,-17.552,
8510,-22.22,3.82,-19.6,-20.336,-20.336,
8521,-21.84,3.61,-19.343,-19.148,-19.148,
8531,-21.24,3.406,-19.763,-20.336,-20.336,
8543,-20.63,3.21,-18.105,-16.342,-16.342,
8554,-19.83,3.021,-17.69,-17.167,-17.167,
8564,-18.82,2.84,-17.805,-18.157,-18.157,
8576,-17.76,2.666,-16.168,-14.526,-14.526,
8586,-16.61,2.506,-16.008,-15.978,-15.978,
8597,-15.4,2.353,-14.979,-13.866,-13.866,
8607,-14.09,2.208,-14.702,-14.526,-14.526,
8619,-12.77,2.084,-12.503,-10.289,-10.289,
8629,-11.39,1.976,-11.722,-10.894,-10.894,
8640,-9.98,1.867,-10.755,-9.904,-9.904,
8651,-8.56,1.772,-9.65,-8.583,-8.583,
8662,-7.37,1.7,-8.151,-6.603,-6.603,
8673,-6.33,1.641,-6.769,-5.282,-5.282,
8683,-5.23,1.605,-5.258,-3.631,-3.631,
8694,-4.13,1.576,-3.911,-2.641,-2.641,
8705,-2.85,1.562,-2.582,-1.321,-1.321,
8716,-1.07,1.569,-0.976,0.66,0.66,
8727,0.76,1.591,0.494,1.981,1.981,
8737,1.67,1.627,2.005,3.631,3.631,
8749,2.2,1.685,3.488,4.842,4.842,
8759,2.42,1.75,4.972,6.537,6.537,
8770,2.62,1.838,6.458,7.923,7.923,
8780,2.93,1.932,7.918,9.442,9.442,
8792,3.39,2.048,8.877,9.684,9.684,
8802,4.09,2.172,10.532,12.347,12.347,
8813,5.5,2.31,11.555,12.545,12.545,
8824,8.76,2.455,12.422,13.205,13.205,
8835,15.79,2.607,13.179,13.866,13.866,
8846,24.85,2.767,13.888,14.526,14.526,
8856,34.81,2.949,15.82,18.157,18.157,
8867,41.99,3.13,16.21,16.507,16.507,
8878,44.97,3.319,16.762,17.167,17.167,
8889,47.17,3.501,16.735,16.507,16.507,
8900,48.79,3.697,17.276,17.827,17.827,
8910,50.35,3.907,18.928,21.063,21.063,
8922,51.49,4.104,17.724,16.342,16.342,
8932,52.36,4.314,19.237,21.063,21.063,
8943,52.59,4.518,18.921,18.488,18.488,
8953,52.4,4.721,19.572,20.336,20.336,
8965,51.96,4.917,18.008,16.342,16.342,
8975,51.28,5.084,17.464,16.705,16.705,
8986,50.43,5.324,19.374,21.789,21.789,
8997,48.96,5.498,17.728,15.846,15.846,
9008,47.11,5.68,17.179,16.507,16.507,
9019,44.94,5.861,16.889,16.507,16.507,
9029,42.52,6.036,17.069,17.431,17.431,
9040,39.87,6.195,15.781,14.526,14.526,
9051,36.93,6.341,14.605,13.205,13.205,
9062,33.96,6.486,13.902,13.205,13.205,
9073,31,6.617,12.878,11.885,11.885,
9083,27.98,6.74,12.53,12.347,12.347,
9095,25,6.842,10.527,8.473,8.473,
9105,22.01,6.951,10.603,10.894,10.894,
9116,19.67,7.016,8.343,5.942,5.942,
9126,17.72,7.081,7.441,6.537,6.537,
9138,15.69,7.125,5.49,3.631,3.631,
9148,13.51,7.161,4.546,3.631,3.631,
9159,11.19,7.169,2.592,0.66,0.66,
9170,8.66,7.169,1.299,0,0,
9181,5.71,7.154,-0.041,-1.321,-1.321,
9192,2.66,7.125,-1.354,-2.641,-2.641,
9202,-0.39,7.074,-3.13,-5.084,-5.084,
9213,-3.03,7.016,-4.231,-5.282,-5.282,
9224,-4.46,6.943,-5.457,-6.603,-6.603,
9235,-5.39,6.863,-6.408,-7.263,-7.263,
9245,-6.79,6.755,-8.496,-10.894,-10.894,
9256,-8.77,6.631,-9.842,-11.225,-11.225,
9268,-10.71,6.5,-10.479,-10.894,-10.894,
9278,-12.03,6.348,-12.695,-15.252,-15.252,
9289,-13.41,6.188,-13.641,-14.526,-14.526,
9299,-14.99,6.021,-15.101,-16.705,-16.705,
9311,-16.27,5.847,-14.938,-14.526,-14.526,
9321,-17.32,5.658,-16.78,-18.884,-18.884,
9332,-18.41,5.469,-16.975,-17.167,-17.167,
9344,-19.4,5.266,-17.032,-16.947,-16.947,
9354,-20.21,5.07,-18.193,-19.61,-19.61,
9365,-20.93,4.859,-18.69,-19.148,-19.148,
9375,-21.71,4.648,-19.764,-21.063,-21.063,
9387,-22.21,4.438,-18.771,-17.552,-17.552,
9397,-22.38,4.227,-19.829,-21.063,-21.063,
9408,-22.48,4.016,-19.49,-19.148,-19.148,
9419,-22.43,3.806,-19.338,-19.148,-19.148,
9430,-21.98,3.602,-18.935,-18.488,-18.488,
9441,-21.25,3.399,-18.747,-18.488,-18.488,
9451,-20.53,3.203,-19.07,-19.61,-19.61,
9462,-19.69,3.014,-18.171,-17.167,-17.167,
9473,-18.7,2.825,-17.699,-17.167,-17.167,
9484,-17.7,2.658,-16.517,-15.186,-15.186,
9494,-16.58,2.498,-16.207,-15.978,-15.978,
9505,-15.34,2.346,-15.025,-13.866,-13.866,
9517,-14.03,2.201,-13.581,-12.105,-12.105,
9527,-12.69,2.077,-12.939,-12.347,-12.347,
9538,-11.27,1.961,-11.754,-10.564,-10.564,
9548,-9.85,1.859,-10.942,-10.168,-10.168,
9560,-8.44,1.772,-9.098,-7.263,-7.263,
9570,-7.28,1.7,-8.187,-7.263,-7.263,
9581,-6.26,1.641,-6.722,-5.282,-5.282,
9591,-5.2,1.605,-5.229,-3.631,-3.631,
9603,-4.09,1.576,-3.769,-2.421,-2.421,
9614,-2.85,1.562,-2.535,-1.321,-1.321,
9624,-1.1,1.569,-0.966,0.726,0.726,
9635,0.7,1.583,0.203,1.321,1.321,
9646,1.59,1.627,2.045,3.962,3.962,
9657,2.15,1.678,3.36,4.622,4.622,
9667,2.38,1.743,4.909,6.537,6.537,
9678,2.58,1.83,6.425,7.923,7.923,
9690,2.86,1.925,7.244,7.868,7.868,
9700,3.29,2.041,9.266,11.621,11.621,
9711,3.98,2.164,10.269,11.225,11.225,
9721,5.29,2.295,11.632,13.073,13.073,
9733,8.19,2.44,11.968,12.105,12.105,
9743,14.66,2.593,13.525,15.252,15.252,
9754,23.83,2.753,14.025,14.526,14.526,
9765,34.32,2.92,14.641,15.186,15.186,
9776,41.29,3.101,15.558,16.507,16.507,
9787,44.24,3.29,16.375,17.167,17.167,
9797,46.34,3.479,17.529,18.884,18.884,
9808,47.99,3.675,17.747,17.827,17.827,
9819,49.59,3.878,18.171,18.488,18.488,
9830,50.8,4.075,18.059,17.827,17.827,
9840,51.69,4.278,19.083,20.336,20.336,
9851,52.01,4.481,18.801,18.488,18.488,
9863,52.11,4.677,17.672,16.342,16.342,
9873,51.69,4.866,18.182,18.884,18.884,
9884,51.11,5.077,18.587,19.148,19.148,
9894,50.25,5.251,18.039,17.431,17.431,
9906,48.75,5.469,18.124,18.157,18.157,
9916,46.79,5.651,18.17,18.157,18.157,
9927,44.74,5.825,17.066,15.846,15.846,
9938,42.7,5.999,16.469,15.846,15.846,
9949,40.22,6.166,15.837,15.186,15.186,
9960,37.22,6.326,15.158,14.526,14.526,
9970,34.28,6.457,14.166,13.073,13.073,
9981,31.43,6.595,13.368,12.545,12.545,
9992,28.51,6.711,11.999,10.564,10.564,
10003,25.34,6.827,11.249,10.564,10.564,
10013,22.42,6.914,10.025,8.716,8.716,
10024,20.05,6.994,8.662,7.263,7.263,
10036,18.09,7.067,7.324,6.052,6.052,
10046,16.1,7.118,6.229,5.084,5.084,
10057,13.95,7.147,4.453,2.641,2.641,
10067,11.62,7.169,3.328,2.179,2.179,
10079,9.16,7.169,1.613,0,0,
10089,6.24,7.161,0.438,-0.726,-0.726,
10100,3.23,7.125,-1.414,-3.301,-3.301,
10110,0.35,7.089,-2.524,-3.631,-3.631,
10122,-2.33,7.023,-4.054,-5.447,-5.447,
10133,-4.14,6.958,-5.042,-5.942,-5.942,
10143,-5.13,6.893,-5.817,-6.537,-6.537,
10155,-6.47,6.784,-7.45,-9.079,-9.079,
10165,-8.28,6.667,-9.374,-11.621,-11.621,
10176,-10.24,6.529,-10.953,-12.545,-12.545,
10186,-11.71,6.384,-12.71,-14.526,-14.526,
10198,-13.1,6.232,-12.861,-12.71,-12.71,
10209,-14.7,6.065,-14.036,-15.186,-15.186,
10219,-16.04,5.883,-15.901,-18.157,-18.157,
10230,-17.12,5.701,-16.243,-16.507,-16.507,
10241,-18.11,5.513,-16.764,-17.167,-17.167,
10252,-19.22,5.316,-17.367,-17.827,-17.827,
10262,-20.15,5.113,-18.72,-20.336,-20.336,
10273,-20.88,4.91,-18.625,-18.488,-18.488,
10284,-21.58,4.692,-19.251,-19.808,-19.808,
10295,-22.14,4.489,-18.957,-18.488,-18.488,
10306,-22.4,4.278,-19.066,-19.148,-19.148,
10316,-22.5,4.067,-19.92,-21.063,-21.063,
10328,-22.48,3.849,-19.086,-18.157,-18.157,
10338,-22.2,3.639,-19.956,-21.063,-21.063,
10349,-21.43,3.443,-18.983,-17.827,-17.827,
10359,-20.79,3.247,-19.256,-19.61,-19.61,
10371,-20.09,3.05,-17.813,-16.342,-16.342,
10382,-19.13,2.862,-17.493,-17.167,-17.167,
10392,-18.05,2.695,-17.052,-16.705,-16.705,
10403,-16.84,2.528,-16.145,-15.186,-15.186,
10414,-15.61,2.375,-15.031,-13.866,-13.866,
10425,-14.28,2.23,-14.144,-13.205,-13.205,
10435,-12.93,2.099,-13.569,-13.073,-13.073,
10446,-11.53,1.976,-12.393,-11.225,-11.225,
10457,-10.13,1.874,-10.872,-9.244,-9.244,
10468,-8.74,1.779,-9.736,-8.583,-8.583,
10479,-7.51,1.707,-8.187,-6.603,-6.603,
10489,-6.44,1.649,-7.002,-5.81,-5.81,
10501,-5.37,1.612,-4.985,-3.026,-3.026,
10511,-4.29,1.576,-4.252,-3.631,-3.631,
10522,-3.06,1.569,-2.453,-0.66,-0.66,
10532,-1.4,1.576,-0.92,0.726,0.726,
10544,0.51,1.583,-0.076,0.605,0.605,
10554,1.5,1.62,1.67,3.631,3.631,
10565,2.04,1.67,3.149,4.622,4.622,
10576,2.33,1.743,4.847,6.603,6.603,
10587,2.49,1.823,6.084,7.263,7.263,
10598,2.78,1.917,7.389,8.583,8.583,
10608,3.2,2.026,9.048,10.894,10.894,
10619,3.86,2.157,10.476,11.885,11.885,
10630,5.1,2.295,11.553,12.545,12.545,
10641,7.92,2.433,12.141,12.545,12.545,
10652,14.86,2.578,12.726,13.205,13.205,
10662,24.55,2.753,14.85,17.431,17.431,
10674,32.97,2.927,14.739,14.526,14.526,
10684,40.53,3.101,16.018,17.431,17.431,
10695,44.45,3.29,16.634,17.167,17.167,
10705,46.64,3.479,17.711,18.884,18.884,
10717,48.45,3.675,17.079,16.342,16.342,
10728,49.92,3.878,17.793,18.488,18.488,
10738,51.02,4.075,18.589,19.61,19.61,
10749,51.72,4.278,18.559,18.488,18.488,
10760,51.97,4.481,18.557,18.488,18.488,
10771,52.05,4.685,18.581,18.488,18.488,
10781,51.81,4.881,19.026,19.61,19.61,
10792,51.17,5.077,18.451,17.827,17.827,
10803,50.03,5.273,18.175,17.827,17.827,
10814,48.56,5.469,18.003,17.827,17.827,
10825,46.97,5.651,17.289,16.507,16.507,
10835,44.92,5.832,17.622,18.157,18.157,
10847,42.68,6.006,16.113,14.526,14.526,
10857,40.06,6.166,16.008,15.978,15.978,
10868,37.25,6.319,14.952,13.866,13.866,
10878,34.31,6.464,14.702,14.526,14.526,
10890,31.33,6.595,12.794,10.894,10.894,
10901,28.38,6.718,12.022,11.225,11.225,
10911,25.32,6.834,11.725,11.621,11.621,
10923,22.36,6.929,9.798,7.868,7.868,
10933,19.95,7.001,8.588,7.263,7.263,
10944,17.97,7.067,7.281,5.942,5.942,
10954,16,7.118,6.167,5.084,5.084,
10966,13.9,7.154,4.531,3.026,3.026,
10976,11.55,7.169,3.07,1.453,1.453,
10987,9.04,7.176,1.844,0.66,0.66,
10998,6.1,7.161,0.263,-1.321,-1.321,
11009,3.11,7.125,-1.495,-3.301,-3.301,
11020,0.16,7.081,-2.756,-3.962,-3.962,
11030,-2.57,7.031,-3.92,-5.084,-5.084,
11041,-4.26,6.965,-4.986,-5.942,-5.942,
11052,-5.23,6.885,-6.136,-7.263,-7.263,
11063,-6.47,6.776,-7.948,-9.904,-9.904,
11073,-8.21,6.66,-9.687,-11.621,-11.621,
11084,-10.17,6.529,-10.836,-11.885,-11.885,
11096,-11.61,6.384,-11.589,-12.105,-12.105,
11106,-12.95,6.232,-13.309,-15.252,-15.252,
11117,-14.52,6.065,-14.241,-15.186,-15.186,
11127,-15.89,5.89,-15.748,-17.431,-17.431,
11139,-17.01,5.701,-15.848,-15.736,-15.736,
11149,-18.02,5.52,-16.975,-18.157,-18.157,
11160,-19.08,5.324,-17.404,-17.827,-17.827,
11171,-19.98,5.12,-17.957,-18.488,-18.488,
11182,-20.71,4.917,-18.236,-18.488,-18.488,
11193,-21.42,4.706,-18.717,-19.148,-19.148,
11203,-21.95,4.489,-20.093,-21.789,-21.789,
11214,-22.25,4.285,-19.39,-18.488,-18.488,
11225,-22.36,4.067,-19.639,-19.808,-19.808,
11236,-22.27,3.864,-19.132,-18.488,-18.488,
11247,-21.91,3.646,-19.422,-19.808,-19.808,
11257,-21.3,3.45,-19.455,-19.61,-19.61,
11269,-20.76,3.254,-17.979,-16.342,-16.342,
11279,-19.98,3.058,-18.653,-19.61,-19.61,
11290,-18.98,2.876,-17.615,-16.507,-16.507,
11300,-17.91,2.702,-17.479,-17.431,-17.431,
11312,-16.82,2.535,-15.729,-13.921,-13.921,
11322,-15.67,2.382,-15.473,-15.252,-15.252,
11333,-14.34,2.237,-14.307,-13.205,-13.205,
11344,-12.91,2.106,-13.123,-11.885,-11.885,
11355,-11.58,1.983,-12.159,-11.225,-11.225,
11366,-10.22,1.881,-10.751,-9.244,-9.244,
11376,-8.83,1.794,-9.733,-8.716,-8.716,
11387,-7.58,1.721,-8.177,-6.603,-6.603,
11398,-6.51,1.663,-6.734,-5.282,-5.282,
11409,-5.44,1.605,-5.94,-5.282,-5.282,
11419,-4.36,1.576,-4.484,-2.905,-2.905,
11430,-3.17,1.569,-2.611,-0.66,-0.66,
11442,-1.58,1.569,-1.267,0,0,
11452,0.35,1.583,0.069,1.453,1.453,
11463,1.42,1.62,1.704,3.301,3.301,
11473,1.98,1.67,3.326,5.084,5.084,
11485,2.3,1.736,4.455,5.447,5.447,
11495,2.46,1.816,6.157,7.989,7.989,
11506,2.73,1.91,7.391,8.583,8.583,
11517,3.12,2.019,8.664,9.904,9.904,
11528,3.73,2.143,9.947,11.225,11.225,
11539,4.89,2.281,11.261,12.545,12.545,
11549,7.55,2.419,12.482,13.8,13.8,
11560,14.22,2.571,13.233,13.866,13.866,
11571,24.01,2.738,14.235,15.186,15.186,
11582,33.04,2.905,14.753,15.186,15.186,
11592,40.33,3.087,16.325,18.157,18.157,
11603,43.85,3.268,16.464,16.507,16.507,
11615,46.03,3.457,16.204,15.736,15.736,
11625,47.88,3.653,17.724,19.61,19.61,
11636,49.31,3.849,17.785,17.827,17.827,
11646,50.51,4.053,18.94,20.336,20.336,
11658,51.53,4.256,18.048,16.947,16.947,
11668,51.93,4.459,19.11,20.336,20.336,
11679,52.01,4.663,18.791,18.488,18.488,
11691,51.62,4.866,17.936,16.947,16.947,
11701,51.05,5.062,18.628,19.61,19.61,
11712,50.09,5.258,18.254,17.827,17.827,
11722,48.7,5.447,18.498,18.884,18.884,
11734,47.06,5.636,17.178,15.736,15.736,
11744,44.98,5.81,17.28,17.431,17.431,
11755,42.79,5.985,16.541,15.846,15.846,
11765,40.17,6.152,16.567,16.705,16.705,
11777,37.24,6.297,14.373,12.105,12.105,
11788,34.33,6.442,13.798,13.205,13.205,
11798,31.41,6.58,13.676,13.8,13.8,
11809,28.53,6.704,12.449,11.225,11.225,
11820,25.5,6.813,11.211,9.904,9.904,
11831,22.64,6.914,10.271,9.244,9.244,
11841,20.18,6.994,9.151,7.989,7.989,
11852,18.18,7.06,7.546,5.942,5.942,
11864,16.24,7.11,5.879,4.237,4.237,
11874,14.12,7.147,4.761,3.631,3.631,
11885,11.83,7.169,3.344,1.981,1.981,
11895,9.36,7.169,1.735,0,0,
11907,6.31,7.169,0.798,0,0,
11917,3.18,7.132,-1.269,-3.631,-3.631,
11928,0.25,7.096,-2.318,-3.301,-3.301,
11938,-2.46,7.038,-4.006,-5.81,-5.81,
11950,-4.12,6.972,-4.805,-5.447,-5.447,
11961,-5.08,6.9,-5.761,-6.603,-6.603,
11961,Switched from 6 to 9,,,,,
11971,-6.23,6.798,-7.769,-10.168,-10.168,
11982,-7.8,6.682,-9.155,-10.564,-10.564,
11993,-9.74,6.551,-10.53,-11.885,-11.885,
12004,-11.35,6.413,-11.62,-12.545,-12.545,
12014,-12.6,6.261,-13.362,-15.252,-15.252,
12025,-14.08,6.094,-14.286,-15.186,-15.186,
12036,-15.5,5.927,-14.819,-15.186,-15.186,
12047,-16.69,5.738,-15.992,-17.167,-17.167,
12058,-17.77,5.549,-16.605,-17.167,-17.167,
12068,-18.88,5.353,-17.982,-19.61,-19.61,
